item_id,word_id,sense_id,headword,pinyin_tag,pinyin,word_type,definition,pos_tag,pos,sense_tag,sense,meaning,example,character_count,homograph,polyseme,XDHYCD,XDHYDCD,HYDCD,Oxford,Baidu,Online,ValenceArousal_Valence_Mean,ValenceArousal_Valence_SD,ValenceArousal_Arousal_Mean,ValenceArousal_Arousal_SD,ValenceArousal_Men_Valence_Mean,ValenceArousal_Men_Valence_SD,ValenceArousal_Women_Valence_Mean,ValenceArousal_Women_Valence_SD,ValenceArousal_Men_Arousal_Mean,ValenceArousal_Men_Arousal_SD,ValenceArousal_Women_Arousal_Mean,ValenceArousal_Women_Arousal_SD,SUBTLEXWord_WCount,SUBTLEXWord_W/million,SUBTLEXWord_logW,SUBTLEXWord_W-CD,SUBTLEXWord_W-CD%,SUBTLEXWord_logW-CD,MELD_RT,MELD_RTSD,MELD_zRT,MELD_zRTSD,MELD_ERR,Concreteness_Mean of Valid Ratings,Concreteness_SD of Valid Ratings,CLD_Phonemes,CLD_Frequency,CLD_C1Frequency,CLD_C2Frequency,CLD_FrequencyRaw,CLD_C1FrequencyRaw,CLD_C2FrequencyRaw,CLD_FrequencyWeibo,CLD_C1FrequencyWeibo,CLD_C2FrequencyWeibo,CLD_FrequencyRawWeibo,CLD_C1FrequencyRawWeibo,CLD_C2FrequencyRawWeibo,CLD_PhonologicalFrequency,CLD_C1PhonologicalFrequency,CLD_C2PhonologicalFrequency,CLD_C1FamilySize,CLD_C2FamilySize,CLD_C1FamilyFrequency,CLD_C2FamilyFrequency,CLD_Strokes,CLD_C1Strokes,CLD_C2Strokes,CLD_C1Pixels,CLD_C2Pixels,CLD_C1PictureSize,CLD_C2PictureSize,CLD_C1OLDPixels,CLD_C2OLDPixels,CLD_PhonologicalN,CLD_C1PhonologicalN,CLD_C2PhonologicalN,CLD_PLD,CLD_C1PLD,CLD_C2PLD,CLD_MeanPhonemeFrequency,CLD_C1MeanPhonemeFrequency,CLD_C2MeanPhonemeFrequency,CLD_MinPhonemeFrequency,CLD_C1MinPhonemeFrequency,CLD_C2MinPhonemeFrequency,CLD_MaxPhonemeFrequency,CLD_C1MaxPhonemeFrequency,CLD_C2MaxPhonemeFrequency,CLD_C1InitialPhonemeFrequency,CLD_C2InitialPhonemeFrequency,CLD_MeanDiphoneFrequency,CLD_MinDiphoneFrequency,CLD_MaxDiphoneFrequency,CLD_C1Friends,CLD_C2Friends,CLD_C1HomographTokens,CLD_C2HomographTokens,CLD_C1FriendsFrequency,CLD_C2FriendsFrequency,CLD_C1HomophonesFrequency,CLD_C2HomophonesFrequency,CLD_C1Entropy,CLD_C1BackwardEntropy,CLD_PMI,CLD_PSPMI,CLD_TScore,CLD_PSTScore,CLD_C1ConditionalProbability,CLD_C1BackwardConditionalProbability,CLD_EntropyCharacterFrequencies,AoA_Mean,AoA_SD
11,5,2,上报,shàngbào,shàngbào,1,"<entry id=""45004""><hwg><hw>上报<sup>2</sup></hw><pinyin>shàngbào</pinyin></hwg><def><ps>动</ps>向上级报告：<ex>年终决算要及时填表～。</ex></def>",动词。,动词,向上级报告。,向上级报告。,动词。向上级报告。,年终决算要及时填表上报。,23,,,1,,,,,0,0.12,1.05,2.24,1.2,0.25,0.62,0.0,1.35,2.55,1.04,2.0,1.3,148,4.41,2.1703,117,1.87,2.0682,831.802142857143,301.199147154362,0.119285896296397,1.30142352086118,0.0,2.703704,1.137298,6,1.7569,4716.721,386.321,237,955136,78230,0.8777,4615.8317,361.7598,89,718685,56326,1.7569,6415.1149,1335.8117,285,139,3394.0252,485.0778,10,3,7,1854,4081,840,3426,1981.7,2387.85,2,23,22,1.85,1.0,1.0,189718.0813,186795.8636,192640.299,63876.8495,89637.45,63876.8495,321278.7324,321278.7324,321278.7324,89637.45,63876.8495,32753.2765,2477.6205,70491.8829,285,139,2,0,6229.8962,521.6383,183.4618,812.4166,4.6542,4.4052,-1.3754,1.0725,-1.312,1.0082,0.00119506,0.00925022,0.3869,13.2105263157895,4.67355381515586
12,6,1,下场,xià//chǎng,xiàchǎng,1,"<entry id=""55594""><hwg><hw>下场<sup>1</sup></hw><pinyin>xià//chǎng</pinyin></hwg><def><ps>动</ps></def><def><num>❶</num> 演员或运动员退场。</def><def><num>❷</num> 旧时指到考场应考。</def>",动词。,动词,演员或运动员退场。,演员或运动员退场。,动词。演员或运动员退场。,譬如自然主义话剧的用“三面墙”布景，与剧终时演员不下场而闭幕。,45,,1.0,0,1.0,,,,0,-1.29,0.8,2.0,1.24,-1.23,0.73,-1.33,0.86,2.07,1.33,1.88,1.13,311,9.27,2.4928,285,4.57,2.4548,683.195609756097,250.526148276471,-0.482016334516073,0.732460374203363,0.0,3.444444,1.012739,6,8.8807,4449.8815,813.1457,1198,901101,164662,8.7475,4801.1304,834.3995,887,747536,129916,8.8807,6476.805,1158.7324,264,159,4733.017,778.3247,9,3,6,2076,3780,1497,3542,1954.05,2601.35,1,5,22,1.95,1.6,1.0,177491.3541,188624.8011,166357.9071,28323.5804,69176.805,28323.5804,321278.7324,321278.7324,321278.7324,69176.805,28323.5804,37483.9318,300.2595,81215.1816,266,158,0,2,6197.9466,1098.3617,269.9778,51.49,3.4962,4.5418,-0.1733,1.1935,-0.3582,2.5363,0.00444281,0.01367845,0.621,12.875,5.01829984490099
13,6,2,下场,xià//chǎng,xiàchǎng,1,"<entry id=""55594""><hwg><hw>下场<sup>1</sup></hw><pinyin>xià//chǎng</pinyin></hwg><def><ps>动</ps></def><def><num>❶</num> 演员或运动员退场。</def><def><num>❷</num> 旧时指到考场应考。</def>",动词。,动词,旧时指到考场应考。,旧时指到考场应考。,动词。旧时指到考场应考。,明年乡试，务必叫他下场。,26,,,0,,1.0,,,0,-1.29,0.8,2.0,1.24,-1.23,0.73,-1.33,0.86,2.07,1.33,1.88,1.13,311,9.27,2.4928,285,4.57,2.4548,683.195609756097,250.526148276471,-0.482016334516073,0.732460374203363,0.0,3.444444,1.012739,6,8.8807,4449.8815,813.1457,1198,901101,164662,8.7475,4801.1304,834.3995,887,747536,129916,8.8807,6476.805,1158.7324,264,159,4733.017,778.3247,9,3,6,2076,3780,1497,3542,1954.05,2601.35,1,5,22,1.95,1.6,1.0,177491.3541,188624.8011,166357.9071,28323.5804,69176.805,28323.5804,321278.7324,321278.7324,321278.7324,69176.805,28323.5804,37483.9318,300.2595,81215.1816,266,158,0,2,6197.9466,1098.3617,269.9778,51.49,3.4962,4.5418,-0.1733,1.1935,-0.3582,2.5363,0.00444281,0.01367845,0.621,12.875,5.01829984490099
14,6,3,下场,xiàchǎng,xiàchǎng,1,"<entry id=""55595""><hwg><hw>下场<sup>2</sup></hw><pinyin>xiàchǎng</pinyin></hwg><def><ps>名</ps>人的结局（多指不好的）：<ex>没有好～｜可耻的～。</ex></def><ci><div class=""title"">词语</div><div class=""cont""><a href=""entry://下场门"">下场门</a></div></ci>",名词。,名词,人的结局（多指不好的）。,人的结局（多指不好的）。,名词。人的结局（多指不好的）。,没有好下场。,23,,,1,,,,,0,-1.29,0.8,2.0,1.24,-1.23,0.73,-1.33,0.86,2.07,1.33,1.88,1.13,311,9.27,2.4928,285,4.57,2.4548,683.195609756097,250.526148276471,-0.482016334516073,0.732460374203363,0.0,3.444444,1.012739,6,8.8807,4449.8815,813.1457,1198,901101,164662,8.7475,4801.1304,834.3995,887,747536,129916,8.8807,6476.805,1158.7324,264,159,4733.017,778.3247,9,3,6,2076,3780,1497,3542,1954.05,2601.35,1,5,22,1.95,1.6,1.0,177491.3541,188624.8011,166357.9071,28323.5804,69176.805,28323.5804,321278.7324,321278.7324,321278.7324,69176.805,28323.5804,37483.9318,300.2595,81215.1816,266,158,0,2,6197.9466,1098.3617,269.9778,51.49,3.4962,4.5418,-0.1733,1.1935,-0.3582,2.5363,0.00444281,0.01367845,0.621,12.875,5.01829984490099
15,7,1,中餐,zhōngcān,zhōngcān,1,"<entry id=""67247""><hwg><hw>中餐<sup>1</sup></hw><pinyin>zhōngcān</pinyin></hwg><def><ps>名</ps>午饭。</def>",名词。,名词,午饭。,午饭。,名词。午饭。,今天的中餐时间，我享用了一顿色香味俱佳的饭菜，感觉十分满足。,38,,,0,,1.0,,1.0,0,0.38,0.7,1.65,1.13,0.46,0.66,0.31,0.75,1.69,1.11,1.62,1.19,91,2.71,1.959,74,1.19,1.8692,721.875,259.914433255034,-0.355796571005264,0.71156232305548,7.69230769230769,1.538462,0.646886,6,3.6249,2432.6963,301.4025,489,492621,61034,3.925,2715.9666,324.2582,398,422876,50487,3.6249,4795.8117,1258.1468,245,50,1408.636,358.5397,20,4,16,2623,4347,1058,4343,2002.25,3151.6,1,15,24,1.95,1.25,1.0,134806.0946,80828.9227,188783.2666,13508.384,30825.1594,13508.384,321278.7324,149471.4085,321278.7324,62190.2001,13508.384,22925.8191,788.5767,69519.2809,223,50,22,0,3185.9303,399.7554,1606.2565,854.7665,3.9327,2.8925,1.3661,2.1793,1.8709,3.1574,0.00367669,0.01336102,0.5006,8.31578947368421,3.28384313434643
16,7,2,中餐,zhōngcān,zhōngcān,1,"<entry id=""67248""><hwg><hw>中餐<sup>2</sup></hw><pinyin>zhōngcān</pinyin></hwg><def><ps>名</ps>中国式的饭菜（对“西餐”而言）。</def>",名词。,名词,中国式的饭菜（对“西餐”而言）。,中国式的饭菜（对“西餐”而言）。,名词。中国式的饭菜（对“西餐”而言）。,凡是希望有口福的人，仍旧应该赞成中国人吃中餐。,44,,,0,,1.0,,,0,0.38,0.7,1.65,1.13,0.46,0.66,0.31,0.75,1.69,1.11,1.62,1.19,91,2.71,1.959,74,1.19,1.8692,721.875,259.914433255034,-0.355796571005264,0.71156232305548,7.69230769230769,1.538462,0.646886,6,3.6249,2432.6963,301.4025,489,492621,61034,3.925,2715.9666,324.2582,398,422876,50487,3.6249,4795.8117,1258.1468,245,50,1408.636,358.5397,20,4,16,2623,4347,1058,4343,2002.25,3151.6,1,15,24,1.95,1.25,1.0,134806.0946,80828.9227,188783.2666,13508.384,30825.1594,13508.384,321278.7324,149471.4085,321278.7324,62190.2001,13508.384,22925.8191,788.5767,69519.2809,223,50,22,0,3185.9303,399.7554,1606.2565,854.7665,3.9327,2.8925,1.3661,2.1793,1.8709,3.1574,0.00367669,0.01336102,0.5006,8.31578947368421,3.28384313434643
17,8,1,仁义,rényì,rényì,1,"<entry id=""43328""><hwg><hw>仁义</hw><pinyin>rényì</pinyin></hwg><def><ps>名</ps>仁爱和正义：<ex>～道德｜～之师（师：军队）。</ex></def>",名词。,名词,仁爱和正义。,仁爱和正义。,名词。仁爱和正义。,仁义道德。,16,1.0,,1,,,,,0,2.11,0.83,1.86,1.21,2.21,0.97,2.0,0.68,2.4,0.55,1.71,1.31,9,0.27,0.9542,8,0.13,0.9031,703.763658536585,195.175227561749,-0.412287776993523,0.596846942749116,0.0,3.583333,1.130739,4,0.7265,59.0123,177.5506,98,11950,35954,0.8777,68.3622,169.9807,89,10644,26466,4.2328,11978.0726,4225.0408,24,131,35.189,219.0808,7,4,3,2081,2697,1686,3111,2108.6,2258.2,3,14,7,1.65,1.3,1.0,158110.2835,116208.5372,283815.5226,27529.8295,27529.8295,283815.5226,283815.5226,231562.6835,283815.5226,27529.8295,283815.5226,33295.7821,14061.2898,59561.4085,24,131,0,0,37.1164,222.4018,11940.2298,4001.9125,1.9469,2.708,5.4408,7.1407,5.4881,10.0531,0.06409418,0.00478539,0.8104,11.5454545454545,2.3037706716076
18,8,2,仁义,rén·yi,rényi,1,"<entry id=""43329""><hwg><hw>仁义</hw><pinyin>rén·yi</pinyin></hwg><def>〈口〉<ps>形</ps>性情和顺善良。</def>",形容词。,形容词,〈口〉性情和顺善良。,〈口语〉性情和顺善良。,形容词。〈口语〉性情和顺善良。,我们的战士，对敌人这样狠，而对朝鲜人民却是那样地仁义。,44,,,0,1.0,,,,0,2.11,0.83,1.86,1.21,2.21,0.97,2.0,0.68,2.4,0.55,1.71,1.31,9,0.27,0.9542,8,0.13,0.9031,703.763658536585,195.175227561749,-0.412287776993523,0.596846942749116,0.0,3.583333,1.130739,4,0.7265,59.0123,177.5506,98,11950,35954,0.8777,68.3622,169.9807,89,10644,26466,4.2328,11978.0726,4225.0408,24,131,35.189,219.0808,7,4,3,2081,2697,1686,3111,2108.6,2258.2,3,14,7,1.65,1.3,1.0,158110.2835,116208.5372,283815.5226,27529.8295,27529.8295,283815.5226,283815.5226,231562.6835,283815.5226,27529.8295,283815.5226,33295.7821,14061.2898,59561.4085,24,131,0,0,37.1164,222.4018,11940.2298,4001.9125,1.9469,2.708,5.4408,7.1407,5.4881,10.0531,0.06409418,0.00478539,0.8104,11.5454545454545,2.3037706716076
19,9,1,仪表,yíbiǎo,yíbiǎo,1,"<entry id=""60984""><hwg><hw>仪表<sup>1</sup></hw><pinyin>yíbiǎo</pinyin></hwg><def><ps>名</ps>人的外表（包括容貌、姿态、风度等，指好的）：<ex>～堂堂。</ex></def>",名词。,名词,人的外表（包括容貌、姿态、风度等，指好的）。,人的外表（包括容貌、姿态、风度等，指好的）。,名词。人的外表（包括容貌、姿态、风度等，指好的）。,仪表堂堂。,32,,,1,,,,,0,0.5,0.6,1.93,1.21,0.5,0.53,0.5,0.67,2.29,1.14,1.57,1.22,74,2.21,1.8692,64,1.03,1.8062,744.61125,371.798988986277,-0.358804859206179,1.02995726360758,0.0,2.586207,1.180715,5,1.5493,42.3951,955.9407,209,8585,193578,1.3314,39.5504,1041.6378,135,6158,162183,1.5493,626.9311,1414.3662,30,129,50.5856,1346.6494,13,5,8,3162,3995,3718,2895,2299.9,2483.7,0,9,11,2.5,1.0,1.35,207431.0571,283815.5226,188334.9407,63876.8495,283815.5226,63876.8495,321278.7324,283815.5226,321278.7324,283815.5226,63876.8495,40176.7717,2136.5159,81215.1816,30,129,0,0,51.5271,1387.8873,573.8547,24.9296,1.0272,2.0237,3.1548,5.7576,3.2976,8.9861,0.05082685,0.00493413,0.2535,10.6818181818182,4.34671593205024
20,9,2,仪表,yíbiǎo,yíbiǎo,1,"<entry id=""60985""><hwg><hw>仪表<sup>2</sup></hw><pinyin>yíbiǎo</pinyin></hwg><def><ps>名</ps>测定温度、压力、电量等各种物理量的仪器。</def>",名词。,名词,测定温度、压力、电量等各种物理量的仪器。,测定温度、压力、电量等各种物理量的仪器。,名词。测定温度、压力、电量等各种物理量的仪器。,姑娘夜读了一阵，望了望抽水机的仪表。,43,,,0,,1.0,,,0,0.5,0.6,1.93,1.21,0.5,0.53,0.5,0.67,2.29,1.14,1.57,1.22,74,2.21,1.8692,64,1.03,1.8062,744.61125,371.798988986277,-0.358804859206179,1.02995726360758,0.0,2.586207,1.180715,5,1.5493,42.3951,955.9407,209,8585,193578,1.3314,39.5504,1041.6378,135,6158,162183,1.5493,626.9311,1414.3662,30,129,50.5856,1346.6494,13,5,8,3162,3995,3718,2895,2299.9,2483.7,0,9,11,2.5,1.0,1.35,207431.0571,283815.5226,188334.9407,63876.8495,283815.5226,63876.8495,321278.7324,283815.5226,321278.7324,283815.5226,63876.8495,40176.7717,2136.5159,81215.1816,30,129,0,0,51.5271,1387.8873,573.8547,24.9296,1.0272,2.0237,3.1548,5.7576,3.2976,8.9861,0.05082685,0.00493413,0.2535,10.6818181818182,4.34671593205024
21,10,1,会意,huìyì,huìyì,1,"<entry id=""23000""><hwg><hw>会意<sup>1</sup></hw><pinyin>huìyì</pinyin></hwg><def><ps>名</ps>六书之一。会意是说字的整体的意义由部分的意义合成，如“信”字。“人言为信”，“信”字由“人”字和“言”字合成，表示人说的话有信用。</def>",名词。,名词,六书之一。会意是说字的整体的意义由部分的意义合成，如“信”字。“人言为信”，“信”字由“人”字和“言”字合成，表示人说的话有信用。,六书之一。会意是说字的整体的意义由部分的意义合成，如“信”字。,名词。六书之一。会意是说字的整体的意义由部分的意义合成，如“信”字。,作为六书之一的“会意”，具有独特的魅力。,56,,,0,,,,1.0,0,0.86,0.71,1.74,1.18,1.3,0.67,0.5,0.52,1.33,1.07,2.18,1.17,3,0.09,0.4771,3,0.05,0.4771,891.006176470588,329.918819583304,0.143552094856495,1.08380745651295,15.0,3.655172,0.897451,5,0.2372,4272.8,1521.0864,32,865242,308020,0.286,3492.3186,1314.4894,29,543754,204666,33.914,6401.2528,4225.0408,241,171,1570.9489,2027.7687,19,6,13,3256,3920,3299,2809,2304.95,2587.75,7,14,7,1.6,1.25,1.0,177962.6523,151499.4348,283815.5226,68424.4996,68424.4996,283815.5226,283815.5226,283815.5226,283815.5226,68424.4996,283815.5226,31703.8844,1889.7109,60591.6679,231,172,11,0,6160.0815,2052.2387,240.934,2172.5649,3.5462,4.8831,-4.8948,-1.1785,-2.5672,-0.4090000000000000,0.00158777,0.00019749,0.8305,12.6818181818182,4.13332984219934
22,10,2,会意,huìyì,huìyì,1,"<entry id=""23001""><hwg><hw>会意<sup>2</sup></hw><pinyin>huìyì</pinyin></hwg><def><ps>动</ps>会心。</def>",动词。,动词,会心。,会心。,动词。会心。,颖铭会意，便伸了一伸舌头，笑了一笑，恭恭敬敬的进去。,34,,,0,,1.0,,,0,0.86,0.71,1.74,1.18,1.3,0.67,0.5,0.52,1.33,1.07,2.18,1.17,3,0.09,0.4771,3,0.05,0.4771,891.006176470588,329.918819583304,0.143552094856495,1.08380745651295,15.0,3.655172,0.897451,5,0.2372,4272.8,1521.0864,32,865242,308020,0.286,3492.3186,1314.4894,29,543754,204666,33.914,6401.2528,4225.0408,241,171,1570.9489,2027.7687,19,6,13,3256,3920,3299,2809,2304.95,2587.75,7,14,7,1.6,1.25,1.0,177962.6523,151499.4348,283815.5226,68424.4996,68424.4996,283815.5226,283815.5226,283815.5226,283815.5226,68424.4996,283815.5226,31703.8844,1889.7109,60591.6679,231,172,11,0,6160.0815,2052.2387,240.934,2172.5649,3.5462,4.8831,-4.8948,-1.1785,-2.5672,-0.4090000000000000,0.00158777,0.00019749,0.8305,12.6818181818182,4.13332984219934
23,11,1,作乐,zuòlè,zuòlè,1,"<entry id=""69695""><hwg><hw>作乐</hw><pinyin>zuòlè</pinyin></hwg><def><ps>动</ps>取乐：<ex>寻欢～｜苦中～。</ex></def><def>　另见<pinyin>zuòyuè</pinyin>。</def>",动词。,动词,取乐。,取乐。,动词。取乐。,寻欢作乐。,13,1.0,,1,,,,,0,-0.07,1.3,2.54,0.99,0.0,1.57,-0.15,0.99,2.79,0.7,2.25,1.22,29,0.86,1.4624,22,0.35,1.3424,912.792857142857,483.196603109234,0.19541548041363,1.4937028081653,12.5,3.16,1.143095,5,0.4448,1034.6519,1581.5407,60,209517,320262,0.3057,907.8292,1887.0006,31,141349,293806,0.4448,4761.5271,1679.8295,163,144,1390.6968,1996.7013,13,7,6,3100,2906,2395,2794,2243.45,2201.3,1,18,18,1.9,1.05,1.05,113164.1735,117538.5273,106602.6427,45738.4062,45738.4062,71393.2172,162266.9162,162266.9162,141812.0682,45738.4062,71393.2172,30431.9033,528.9622,81825.6412,158,77,5,68,1463.4618,1670.4596,3297.6205,8.9251,3.611,1.5265,-4.0557,-2.2921,-2.5562,-1.1746,0.00096242,0.00028231,0.9682,12.0,3.79473319220206
24,11,2,作乐,zuòyuè,zuòyuè,1,"<entry id=""69730""><hwg><hw>作乐</hw><pinyin>zuòyuè</pinyin></hwg><def><ps>动</ps></def><def><num>❶</num> 制定乐律：<ex>制礼～。</ex></def><def><num>❷</num> 奏乐。</def><def>　另见<pinyin>zuòlè</pinyin>。</def>",动词。,动词,制定乐律。,制定乐律。,动词。制定乐律。,制礼作乐。,15,,1.0,1,,,,,0,-0.07,1.3,2.54,0.99,0.0,1.57,-0.15,0.99,2.79,0.7,2.25,1.22,29,0.86,1.4624,22,0.35,1.3424,912.792857142857,483.196603109234,0.19541548041363,1.4937028081653,12.5,3.16,1.143095,5,0.4448,1034.6519,1581.5407,60,209517,320262,0.3057,907.8292,1887.0006,31,141349,293806,0.4448,4761.5271,1679.8295,163,144,1390.6968,1996.7013,13,7,6,3100,2906,2395,2794,2243.45,2201.3,1,18,18,1.9,1.05,1.05,113164.1735,117538.5273,106602.6427,45738.4062,45738.4062,71393.2172,162266.9162,162266.9162,141812.0682,45738.4062,71393.2172,30431.9033,528.9622,81825.6412,158,77,5,68,1463.4618,1670.4596,3297.6205,8.9251,3.611,1.5265,-4.0557,-2.2921,-2.5562,-1.1746,0.00096242,0.00028231,0.9682,12.0,3.79473319220206
25,11,3,作乐,zuòyuè,zuòyuè,1,"<entry id=""69730""><hwg><hw>作乐</hw><pinyin>zuòyuè</pinyin></hwg><def><ps>动</ps></def><def><num>❶</num> 制定乐律：<ex>制礼～。</ex></def><def><num>❷</num> 奏乐。</def><def>　另见<pinyin>zuòlè</pinyin>。</def>",动词。,动词,奏乐。,奏乐。,动词。奏乐。,因为这乐师还在准备作乐的阶段。,23,,,0,1.0,,,,0,-0.07,1.3,2.54,0.99,0.0,1.57,-0.15,0.99,2.79,0.7,2.25,1.22,29,0.86,1.4624,22,0.35,1.3424,912.792857142857,483.196603109234,0.19541548041363,1.4937028081653,12.5,3.16,1.143095,5,0.4448,1034.6519,1581.5407,60,209517,320262,0.3057,907.8292,1887.0006,31,141349,293806,0.4448,4761.5271,1679.8295,163,144,1390.6968,1996.7013,13,7,6,3100,2906,2395,2794,2243.45,2201.3,1,18,18,1.9,1.05,1.05,113164.1735,117538.5273,106602.6427,45738.4062,45738.4062,71393.2172,162266.9162,162266.9162,141812.0682,45738.4062,71393.2172,30431.9033,528.9622,81825.6412,158,77,5,68,1463.4618,1670.4596,3297.6205,8.9251,3.611,1.5265,-4.0557,-2.2921,-2.5562,-1.1746,0.00096242,0.00028231,0.9682,12.0,3.79473319220206
26,12,1,便宜,biànyí,biànyí,1,"<entry id=""03157""><hwg><hw>便宜</hw><pinyin>biànyí</pinyin></hwg><def><ps>形</ps>方便合适；便利：<ex>院子前后都有门，出入很～。</ex></def><def>　另见<pinyin>pián·yi</pinyin>。</def><ci><div class=""title"">词语</div><div class=""cont""><a href=""entry://便宜从事"">便宜从事</a><a href=""entry://便宜行事"">便宜行事</a></div></ci>",形容词。,形容词,方便合适；便利。,方便合适；便利。,形容词。方便合适；便利。,院子前后都有门，出入很便宜。,28,1.0,,1,,,,,0,0.5,0.91,2.85,0.93,0.0,0.89,0.87,0.74,2.63,1.06,3.0,0.85,860,25.64,2.9345,662,10.6,2.8209,671.196923076923,308.5359910265,-0.584253417927672,0.761009250649029,2.5,3.296296,1.203035,5,40.6449,333.1753,95.2593,5483,67468,19290,45.5917,343.5196,114.5536,4623,53486,17836,40.6449,43.4692,41.6531,47,18,324.3143,56.1231,17,9,8,4298,3612,3182,1401,2477.15,2450.2,0,8,7,2.75,1.6,1.3,149922.9207,116449.7702,283815.5226,13648.9103,13648.9103,283815.5226,283815.5226,231562.6835,283815.5226,13648.9103,283815.5226,27976.2454,3392.4685,45168.6212,7,2,42,16,2.7724,1.0082,0.0519,0.0,2.5813,1.0989,9.7299,11.6034,185.5632,355.5102,0.47949279,0.7891479600000000,0.7644000000000000,8.38095238095238,5.27708433205488
27,12,2,便宜,pián·yi,piányi,1,"<entry id=""39252""><hwg><hw>便宜</hw><pinyin>pián·yi</pinyin></hwg><def><num>❶</num> <ps>形</ps>价钱低：<ex>～货。</ex></def><def><num>❷</num> <ps>名</ps>不应得的利益：<ex>占～。</ex></def><def><num>❸</num> <ps>动</ps>使得到便宜：<ex>～了你。</ex></def><def>　另见<pinyin>biànyí</pinyin>。</def>",形容词。,形容词,价钱低。,价钱低。,形容词。价钱低。,便宜货。,14,,1.0,1,,,,,0,0.5,0.91,2.85,0.93,0.0,0.89,0.87,0.74,2.63,1.06,3.0,0.85,860,25.64,2.9345,662,10.6,2.8209,671.196923076923,308.5359910265,-0.584253417927672,0.761009250649029,2.5,3.296296,1.203035,5,40.6449,333.1753,95.2593,5483,67468,19290,45.5917,343.5196,114.5536,4623,53486,17836,40.6449,43.4692,41.6531,47,18,324.3143,56.1231,17,9,8,4298,3612,3182,1401,2477.15,2450.2,0,8,7,2.75,1.6,1.3,149922.9207,116449.7702,283815.5226,13648.9103,13648.9103,283815.5226,283815.5226,231562.6835,283815.5226,13648.9103,283815.5226,27976.2454,3392.4685,45168.6212,7,2,42,16,2.7724,1.0082,0.0519,0.0,2.5813,1.0989,9.7299,11.6034,185.5632,355.5102,0.47949279,0.7891479600000000,0.7644000000000000,8.38095238095238,5.27708433205488
28,12,3,便宜,pián·yi,piányi,1,"<entry id=""39252""><hwg><hw>便宜</hw><pinyin>pián·yi</pinyin></hwg><def><num>❶</num> <ps>形</ps>价钱低：<ex>～货。</ex></def><def><num>❷</num> <ps>名</ps>不应得的利益：<ex>占～。</ex></def><def><num>❸</num> <ps>动</ps>使得到便宜：<ex>～了你。</ex></def><def>　另见<pinyin>biànyí</pinyin>。</def>",名词。,名词,不应得的利益。,不应得的利益。,名词。不应得的利益。,占便宜。,16,,,1,,,,,0,0.5,0.91,2.85,0.93,0.0,0.89,0.87,0.74,2.63,1.06,3.0,0.85,860,25.64,2.9345,662,10.6,2.8209,671.196923076923,308.5359910265,-0.584253417927672,0.761009250649029,2.5,3.296296,1.203035,5,40.6449,333.1753,95.2593,5483,67468,19290,45.5917,343.5196,114.5536,4623,53486,17836,40.6449,43.4692,41.6531,47,18,324.3143,56.1231,17,9,8,4298,3612,3182,1401,2477.15,2450.2,0,8,7,2.75,1.6,1.3,149922.9207,116449.7702,283815.5226,13648.9103,13648.9103,283815.5226,283815.5226,231562.6835,283815.5226,13648.9103,283815.5226,27976.2454,3392.4685,45168.6212,7,2,42,16,2.7724,1.0082,0.0519,0.0,2.5813,1.0989,9.7299,11.6034,185.5632,355.5102,0.47949279,0.7891479600000000,0.7644000000000000,8.38095238095238,5.27708433205488
29,12,4,便宜,pián·yi,piányi,1,"<entry id=""39252""><hwg><hw>便宜</hw><pinyin>pián·yi</pinyin></hwg><def><num>❶</num> <ps>形</ps>价钱低：<ex>～货。</ex></def><def><num>❷</num> <ps>名</ps>不应得的利益：<ex>占～。</ex></def><def><num>❸</num> <ps>动</ps>使得到便宜：<ex>～了你。</ex></def><def>　另见<pinyin>biànyí</pinyin>。</def>",动词。,动词,使得到便宜。,使得到便宜。,动词。使得到便宜。,便宜了你。,16,,,1,,,,,0,0.5,0.91,2.85,0.93,0.0,0.89,0.87,0.74,2.63,1.06,3.0,0.85,860,25.64,2.9345,662,10.6,2.8209,671.196923076923,308.5359910265,-0.584253417927672,0.761009250649029,2.5,3.296296,1.203035,5,40.6449,333.1753,95.2593,5483,67468,19290,45.5917,343.5196,114.5536,4623,53486,17836,40.6449,43.4692,41.6531,47,18,324.3143,56.1231,17,9,8,4298,3612,3182,1401,2477.15,2450.2,0,8,7,2.75,1.6,1.3,149922.9207,116449.7702,283815.5226,13648.9103,13648.9103,283815.5226,283815.5226,231562.6835,283815.5226,13648.9103,283815.5226,27976.2454,3392.4685,45168.6212,7,2,42,16,2.7724,1.0082,0.0519,0.0,2.5813,1.0989,9.7299,11.6034,185.5632,355.5102,0.47949279,0.7891479600000000,0.7644000000000000,8.38095238095238,5.27708433205488
