subject,file,stimuli_order,item_id,headword,meaning,example,Response,RT_ms
86,cleaned_43b,852,96,人家,名词。住户。,这个村子有百十户人家。,3,7718.999999991152
86,cleaned_43b,853,889,肚子,名词。物体圆而凸起像肚子的部分。,腿肚子。,2,4289.699999990873
86,cleaned_43b,854,150,冲顶,动词。足球比赛中运动员向前跃起用头顶球。,下半时，9号孙贤禄一个头球冲顶，一个门前单骑入关，又为辽军拿下两球。,7,4633.399999999907
86,cleaned_43b,855,875,缩编,动词。（部队、机关等）缩减编制。,军队缩编。,7,6811.299999994226
86,cleaned_43b,856,76,东西,名词。方位词；东边和西边。,文殊院前边的文殊台比较宽阔些，可是靠南突出的东西两块大石，顶部凿平，留着边缘作自然的栏杆，那地位更窄了。,2,3422.799999994226
86,cleaned_43b,857,77,东西,名词。指从东到西的距离。,这座城东西三里。,2,2999.799999990966
86,cleaned_43b,858,635,星火,名词。微小的火。,星火燎原。,3,2896.199999996927
86,cleaned_43b,859,102,人性,名词。在一定的社会制度和一定的历史条件下形成的人的本性。,历史条件塑造了人性，使其在不同的历史时期呈现出不同的特点，反映了时代的烙印。,6,3788.600000002887
86,cleaned_43b,860,466,开拍,动词。（网球、羽毛球、乒乓球等）开始比赛。,随着裁判的哨声响起，这场精彩的乒乓球比赛正式开拍。,5,4930.199999990873
86,cleaned_43b,861,38,下去,动词；趋向动词。用在形容词后，表示某种状态已经存在并将继续发展。,天气可能再冷下去，务必做好防冻保暖工作。,3,2552.699999990873
86,cleaned_43b,862,817,生气,名词。生命力；活力。,青年是最有生气的。,4,2804.700000000186
86,cleaned_43b,863,494,当日,名词；时间词。当天。,当日的事，当日做完。,2,3723.499999993946
86,cleaned_43b,864,9998,粒子,名词。构成物体的比原子核更简单的物质，包括电子、质子、中子、光子、介子、超子和各种反粒子等。也叫基本粒子。,中子粒子在原子核中扮演着重要的角色，它们与质子共同决定了原子核的稳定性和性质。,7,2961.299999994226
86,cleaned_43b,865,259,吧嗒,动词。嘴唇开合作声。,他吧嗒了两下嘴，一声也不言语。,4,5105.199999994133
86,cleaned_43b,866,116,作法,动词。旧时指道士施行法术。,看见一群人在烧香拜龙，作法求雨。,5,3392.100000000093
86,cleaned_43b,867,742,清音,名词。曲艺的一种，流行于四川、重庆，用琵琶、二胡等伴奏。,在茶馆的一角，一位艺人正弹奏着琵琶，轻唱着四川清音，那悠扬的歌声和动听的旋律吸引了众多茶客的驻足聆听。,7,5650.899999991059
86,cleaned_43b,868,266,呼噜,名词。〈口语〉睡着时由于呼吸受阻而发出的粗重的呼吸声；鼾声。,打呼噜。,3,4443.400000003166
86,cleaned_43b,869,1066,门道,名词。门洞儿。,德甫从农场上拉了两把稻草来，铺在门道外边的一个角落里，蜷曲着便睡下去了。,4,6713.5
86,cleaned_43b,870,846,神道,名词。〈口语〉神。,正月十八日，铁溪里的“神道”出现，满城人家，家家都要关门躲避。,6,8340.599999996834
86,cleaned_43b,871,753,滴答,动词。成滴地落下。,汗直往下滴答。,2,4310.699999996927
86,cleaned_43b,872,826,白地,名词。没有树木、房屋等的土地。,村子被烧成一片白地。,5,7270.399999993853
86,cleaned_43b,873,974,赛会,名词。运动会。,打破赛会纪录。,4,12779.79999999981
86,cleaned_43b,874,26,上调,动词。调到上面工作。,他已经从车间上调到厂部了。,5,15073.89999999711
86,cleaned_43b,875,54,下水,动词。指做坏事。,拖人下水。,4,3778.000000002794
86,cleaned_43b,876,899,自是,副词。自然是。,久别重逢，自是高兴。,3,5046
86,cleaned_43b,877,835,相应,动词。旧式公文用语，应该。,相应咨复。,5,7347.999999991152
86,cleaned_43b,878,111,作为,名词。所作所为；行为。,评论一个人，不但要根据他的谈吐，而且更需要根据他的作为。,4,4907.899999993853
86,cleaned_43b,879,785,片子,名词。电影胶片，泛指影片。,这部片子获奖了。,2,7497
86,cleaned_43b,880,1016,进去,动词。从外面到里面去。,你进去看看，我在门口等着你。,2,3664.5
86,cleaned_43b,881,932,血晕,名词。中医指产后因失血过多而晕厥的病症。,她产后失血过多，突然感到一阵眩晕，医生诊断说她这是血晕病症。,5,15039.19999999693
86,cleaned_43b,882,1007,过年,动词。指过了新年或过了春节。,这事不急，等过了年再说。,3,5448.499999991152
86,cleaned_43b,883,601,散工,动词。收工；放工。,今天提前散工。,6,8076.59999999404
86,cleaned_43b,884,475,开通,动词。交通、通信等线路开始使用。,国内卫星通信网昨天开通。,4,6513.199999996927
86,cleaned_43b,885,9,上去,动词；趋向动词。用在动词后，表示由低处向高处，或由近处向远处，或由主体向对象。,顺着山坡爬上去。,2,5097.5
86,cleaned_43b,886,641,暖房,名词。温室。,他从小像暖房里的花，荏弱多病。,4,2814.399999997113
86,cleaned_43b,887,629,旋子,名词。圈儿。,鸟儿见了火光惊飞起来，打了几个旋子，消失在黑暗中。,5,5144.499999993946
86,cleaned_43b,888,398,对头,形容词。正确；合适。,方法对头，效率就高。,4,4694.199999990873
86,cleaned_43b,889,668,来路,名词。来历。,来路不明的人。,3,5242.79999999702
86,cleaned_43b,890,1052,重读,动词。学生因成绩不合格而留在原来的年级重新学习。,重读生。,3,20414.70000000019
86,cleaned_43b,891,964,调配,动词。调动分配。,劳动力和工具调配得合理，工作进行就顺利。,5,12493.69999999087
86,cleaned_43b,892,827,白地,名词。白色的衬托面。,白地儿红花儿。,4,4222.999999991152
86,cleaned_43b,893,502,息影,动词。〈书面语〉指退隐闲居。,息影家园。,5,6005.000000002794
86,cleaned_43b,894,93,乖乖,形容词。（乖乖儿的）顺从；听话。,孩子们都乖乖儿地坐着听阿姨讲故事。,2,4241.400000003166
86,cleaned_43b,895,624,方子,名词。方材。也作枋子。,唐二哥，不要难过了，还是买个方子早点给你们老五收尸罢。,6,6731.699999996927
86,cleaned_43b,896,55,下水,动词。向下游航行。,下水船。,7,5346.600000002887
86,cleaned_43b,897,168,分别,动词。辨别。,分别轻重缓急。,4,8005.999999991152
86,cleaned_43b,898,67,下装,名词。下身穿的衣服。,她挑选了一件白色的上衣搭配蓝色的下装，显得十分清新。,2,5808.999999993946
86,cleaned_43b,899,637,晚霜,名词。早春霜期结束阶段出现的霜。对农作物有害。,这场突如其来的晚霜让刚长出的幼苗遭受了严重损害。,6,12927.59999999404
86,cleaned_43b,900,435,差使,动词。差遣；派遣。,差使人去送信。,3,2557.599999991246
86,cleaned_43b,901,161,出来,动词。出现。,经过讨论，出来两种相反的意见。,3,5573.200000000186
86,cleaned_43b,902,571,拐子,名词。〈口语〉腿脚瘸的人。,不要歧视拐子，他们也有自己的尊严和价值。,3,7896.600000002887
86,cleaned_43b,903,956,说法,名词。措辞。,改换一个说法。,3,3425.199999990873
86,cleaned_43b,904,130,倒数,名词。如果两个数的积是，其中一个数就叫作另一个数的倒数。如2的倒数是1/2，1/5的倒数是5。,他始终学不会倒数相关的题目。,7,7382.700000000186
86,cleaned_43b,905,518,成服,名词。制成后出售的服装。,该厂年生产成服万件。,5,8584.900000003166
86,cleaned_43b,906,101,人家,代词；人称代词。指“我”（有亲热或俏皮的意味）。,原来是你呀，差点儿没把人家吓死！,4,4339.100000000093
86,cleaned_43b,907,15,上来,动词。由低处到高处来。,他在楼下看书，半天没上来。,2,4699.899999991059
86,cleaned_43b,908,980,起来,动词；趋向动词。用在动词后，表示向上。,1949年新中国成立，中国人民从此站起来了。,4,7312.100000000093
86,cleaned_43b,909,959,调制,动词。使电磁波的振幅、频率或脉冲的有关参数依照所需传递的信号而变化。,研究人员通过调制实验参数，成功观察到了量子纠缠现象，为量子通信技术的发展提供了新的思路。,7,3842.59999999404
86,cleaned_43b,910,216,发蒙,动词。〈口语〉犯糊涂；弄不清楚。,一人一个说法，听得我直发蒙。,3,2896.100000000093
86,cleaned_43b,911,647,本事,名词。文学作品主题所根据的故事情节。,这些诗词的本事年久失考。,5,43701.20000000298
86,cleaned_43b,912,1097,风头,名词。出头露面，显示个人的表现（含贬义）。,出风头。,4,4435.799999994226
86,cleaned_43b,913,532,打枪,动词。枪替。,他因为打枪被学校发现了，结果受到了严重的纪律处分。,7,4544.999999991152
86,cleaned_43b,914,975,起子,名词。开瓶盖的工具，前端是椭圆形的环，后面有柄，多用金属制成。,他掏出试电笔，那上面有个小起子。,4,4062.999999997206
86,cleaned_43b,915,157,出典,动词。指一方把土地、房屋等押给另一方使用，换取一笔钱，不付利息，议定年限，到期还款，收回原物。,我已经将你出典了。,7,7934.499999991152
86,cleaned_43b,916,620,断案,名词。结论。,对于这件事，他心里已经有了断案。,4,4244.699999996927
86,cleaned_43b,917,341,大大,名词。〈口语〉伯父。,她听到大大去世的消息，不禁潸然泪下。,2,6670.09999999404
86,cleaned_43b,918,353,大爷,名词。〈口语〉伯父。,我每年春节都会去拜访大爷，和他一起聊聊家常，感受亲情的温暖。,2,1818.999999997206
86,cleaned_43b,919,255,吐气,动词。语音学上指送气。,吐气音在多种语言中都有出现，不仅限于普通话。,2,4946.400000003166
86,cleaned_43b,920,253,后天,名词。人或动物离开母体后单独生活和成长的时期（跟“先天”相对）。,先天不足，后天失调。,3,3973.500000002794
86,cleaned_43b,921,1031,透析,动词。医学上指利用渗析技术把体液中的毒素和代谢产物排出体外。,肾衰竭患者需要定期进行透析治疗，以清除体内的毒素和多余水分。,5,4097.20000000298
86,cleaned_43b,922,593,播种,动词。用播种的方式种植。,播种冬小麦。,2,3076.20000000298
86,cleaned_43b,923,71,不得,助词。用在动词、形容词后面，表示不可以或不能够。,老虎屁股摸不得。,2,3259.100000002887
86,cleaned_43b,924,702,水火,名词。水和火两相矛盾，比喻不能相容的对立物。,势如水火。,4,5155.799999990966
86,cleaned_43b,925,421,小曲,名词。小调。,他们一路上唱着淫荡的小曲。,4,4216.999999993946
86,cleaned_43b,926,522,扑棱,动词。抖动或张开。,鸽子翅膀一扑棱，飞走了。,3,3645.20000000298
86,cleaned_43b,927,453,开化,动词。由原始的状态进入文明的状态。,我国是四千年来的古国，开化最早，一切礼教文物，都超越乎泰西诸邦。,7,7915.79999999702
86,cleaned_43b,928,40,下子,动词。产卵。,为了让母鸡多下子，奶奶精心给它们准备了营养饲料。,4,2644.100000002887
86,cleaned_43b,929,903,自然,副词。表示理所当然。,只要认真学习，自然会取得好成绩。,3,3410.899999997113
86,cleaned_43b,930,307,地道,形容词。真正的；纯粹。,她的普通话说得真地道。,2,2985.200000000186
86,cleaned_43b,931,1085,青丝,名词。〈书面语〉比喻黑发（多用于女性）。,一缕青丝。,5,3975.399999991059
86,cleaned_43b,932,913,艾虎,名词。艾鼬。,在自然生态系统中，艾虎作为捕食者，对控制小型动物数量起着重要作用。,7,3558.899999997113
86,cleaned_43b,933,1005,转运,动词。把运来的东西再运到另外的地方去。,转运物资。,4,4913.499999997206
86,cleaned_43b,934,156,出典,名词。典故的来源；出处。,“守株待兔”这个成语的出典见《韩非子五蠹》。,4,2809.5
86,cleaned_43b,935,244,同房,形容词；属性词。指家族中同一支的。,同房兄弟。,4,3411.299999994226
86,cleaned_43b,936,225,口子,名词。（人体、物体的表层）破裂的地方。,不小心手上拉了一个口子。,2,2355.099999996834
86,cleaned_43b,937,544,把子,名词。把东西扎在一起的捆子。,秫秸把子。,4,4294.79999999702
86,cleaned_43b,938,867,结实,形容词。坚固；牢固。,这双鞋很结实。,2,1885.799999990966
86,cleaned_43b,939,1094,颠连,形容词。〈书面语〉形容连绵不断。,群山颠连起伏。,4,3289.900000003166
86,cleaned_43b,940,29,上身,动词。新衣初次穿在身上。,这件新褂子刚上身就撕了个口子。,2,3584.699999996927
86,cleaned_43b,941,681,正旦,名词。戏曲角色行当，青衣的旧称，有些地方剧种里还用这个名称。,他公公在临春班做正旦，小时也是极有名头的。,6,2490.499999993946
86,cleaned_43b,942,1063,铺盖,名词。褥子和被子。,我本是一个苦学生…所带的铺盖用品都是土里土气的。,5,8328.70000000298
86,cleaned_43b,943,666,来路,名词。向这里来的道路。,洪水挡住了运输队的来路。,3,3017.300000003073
86,cleaned_43b,944,418,小子,名词。〈口语〉男孩子。,胖小子。,3,4665.799999990966
86,cleaned_43b,945,108,人道,名词。古代指封建礼教所规定的人伦。,孝顺作为人道的基本要求之一，历来被看作是衡量一个人品德的重要标准。,6,27109.59999999404
86,cleaned_43b,946,81,丧气,形容词。〈口语〉倒霉；不吉利。,丧气话。,4,11346.09999999125
86,cleaned_43b,947,788,片子,名词。片。,瓦片子。,5,2970.599999991246
86,cleaned_43b,948,44,下手,名词。助手。,打下手。,3,2722.699999990873
86,cleaned_43b,949,896,自制,动词。克制自己。,难以自制。,3,2910.299999994226
86,cleaned_43b,950,775,热拍,动词。火热地拍卖。,网上热拍奥运纪念品。,6,3446.999999997206
86,cleaned_43b,951,482,引领,动词。引导；带领。,由当地人引领，穿过密林。,3,4503.799999999814
86,cleaned_43b,952,1073,陈言,名词。〈书面语〉陈旧的话。,假如望文生义，我们试为附会作新的解释，又何取乎古人之陈言。,6,2934.799999994226
86,cleaned_43b,953,117,作法,名词。作文的方法。,文章作法。,5,3681.599999991246
86,cleaned_43b,954,1071,阴刻,形容词。〈书面语〉阴险刻毒。,为人阴刻狡诈。,6,3777.199999990873
86,cleaned_43b,955,300,地下,名词。地面之下；地层内部。,地下商场。,3,2565.5
86,cleaned_43b,956,650,朱墨,名词。用朱砂制成的墨。,书房里摆放着一方朱墨，散发着独特的韵味。,4,9881.89999999106
86,cleaned_43b,957,898,自在,形容词。安闲舒适。,他们俩的小日子过得挺自在。,3,6349.100000002887
86,cleaned_43b,958,408,对眼,名词。〈口语〉指患内斜视的人。,小时候，邻居家的小明因为患有轻微的内斜视，常常被人误解为是对眼，但实际上他是个非常聪明可爱的孩子，只是需要一点时间和专业的治疗来恢复正常的视力。,4,5873.999999991152
86,cleaned_43b,959,249,名优,形容词；属性词。有名的，高质量的（商品）。,名优产品。,7,6300.999999997206
86,cleaned_43b,960,155,几何,名词。几何学。,你怎么把几何课本的包书纸去掉了呢？,6,4779.899999997113
86,cleaned_43b,961,622,新生,名词。新生命。,获得新生。,3,3345.299999994226
86,cleaned_43b,962,377,妇道,名词。旧时指妇女应该遵守的行为准则。,谨守妇道。,5,23065.39999999106
86,cleaned_43b,963,328,多少,副词。稍微。,一立秋，天气多少有点儿凉意了。,3,7154.29999999702
86,cleaned_43b,964,159,出师,动词。〈书面语〉出兵打仗。,出师讨伐。,6,5184.699999996927
86,cleaned_43b,965,608,文气,名词。贯穿在文章里的气势；文章的连贯性。,这篇散文的文气清新自然，字里行间透露着作者的独特魅力。,7,3074.70000000298
86,cleaned_43b,966,263,呼号,名词。无线电通信中使用的各种代号，有时专指广播电台的名称的字母代号。,无线电爱好者必须熟记自己的呼号，以确保在通讯时能够正确识别自己和其他通讯者的身份。,5,4477.799999990966
86,cleaned_43b,967,765,点种,动词。点播种子。,使用现代化的机械点种设备，大大提高了播种的效率和准确性。,7,41557.89999999711
86,cleaned_43b,968,185,别子,名词。古代指天子、诸侯的嫡长子以外的儿子。,别子虽然不是嫡长子，也要为家族的传承和延续做出贡献。,7,2095.600000000093
86,cleaned_43b,969,1091,面糊,名词。用面粉加水调匀而成的糊状物。,去年农场所推广的大叶烟水、石灰水治蚜虫，稀面糊水治红蜘蛛，红矾、石咸面、石灰水治梨步曲等办法，群众都很欢迎，因这些东西很容易找，价钱也便宜。,4,4228.5
86,cleaned_43b,970,686,正经,形容词。严肃而认真。,他很正经地和我谈这件事。,4,11188.69999999087
86,cleaned_43b,971,1053,重读,动词。把一个词或一个词组里的某个音节或语句里的某几个音节读得重些、强些。,在朗诵诗歌时，正确把握每个单词的重读音节可以使朗诵更加富有节奏感和韵律美。,3,19192.69999999413
86,cleaned_43b,972,925,落空,动词。〈口语〉错过机会。,学校组织的每年一次的旅游活动，他从没落过空。,3,3722.399999991059
86,cleaned_43b,973,369,套播,动词。电台、电视台在固定时间和固定栏目中重复地播放（广告等）。,在2024年的广告市场中，许多品牌开始采用套播策略，将多个相关产品的广告在同一时间段内连续播放，以形成品牌联动效应，增强消费者的记忆点。,4,7527.199999990873
86,cleaned_43b,974,223,受累,动词。受到劳累；消耗精神气力（也常用作客气话）。,这么远来看我，让您受累了。,4,17473.09999999404
86,cleaned_43b,975,9998,老公,名词。〈口语〉太监。,他就立刻进京，又走了老公的门路。,7,4919.400000003166
86,cleaned_43b,976,766,点种,动词。点播。,农民们按照计划，在田地里精心点种着各种农作物的种子。,4,13969.89999999106
86,cleaned_43b,977,379,婉辞,名词。婉言。也作婉词。,婉辞告退。,5,6286.299999999814
86,cleaned_43b,978,701,水族,名词。生活在水中的动物的总称。,水族馆。,2,4220.599999991246
86,cleaned_43b,979,937,补编,动词。（部队、机关等）补充编制。,缺员很多，应及时补编。,6,3939.000000002794
86,cleaned_43b,980,78,东西,名词。泛指各种具体的或抽象的事物。,他买东西去了。,2,9050.500000002794
86,cleaned_43b,981,781,熟地,名词。经过多年耕种的土地。,查出熟地荒地三万余亩。,5,7233.899999999907
86,cleaned_43b,982,330,多少,代词；疑问代词。表示不定的数量。,我知道多少说多少。,2,3637.000000002794
86,cleaned_43b,983,363,大车,名词。对火车司机或轮船上负责管理机器的人的尊称。也作大伡。,公司船多，必须有总船主，总大车，分别治理。,7,10461.79999999097
86,cleaned_43b,984,1090,面子,名词。〈口语〉粉末。,药面子。,3,6856.59999999404
86,cleaned_43b,985,791,牙子,名词。旧时为买卖双方撮合从中取得佣金的人（通常卖方为农民、渔民等小生产者，买方为收购商或消费者）。,旧时的市集上，牙子们穿梭于人群之中，为买卖双方牵线搭桥。,7,6927.500000002794
86,cleaned_43b,986,948,言语,名词。说的话。,言语粗鲁。,2,2559.200000000186
86,cleaned_43b,987,754,灌肠,动词。为了清洗肠道、治疗疾病等，把水、液体药物等从肛门灌到肠内。,医生建议使用灌肠治疗来缓解便秘问题，患者感觉效果很好。,6,5900.699999996927
86,cleaned_43b,988,891,背书,动词。持有票据的人转让票据时，在票据背面批注并签名盖章。经过背书的票据，付款人不能付款时，背书人负付款责任。,这笔交易需要进行背书才能完成资金的转移。,7,7281.600000002887
86,cleaned_43b,989,47,下来,动词。用在时间词语后，表示一段时间终结。,几年下来，兄弟俩创下百万资产。,3,7287.59999999404
86,cleaned_43b,990,226,口子,量词。〈口语〉用于人。,你们家有几口子？,3,4929.399999999907
86,cleaned_43b,991,900,自是,形容词。自以为是。,他既很自是又很顽固。,5,4644.399999997113
86,cleaned_43b,992,202,印花,名词。由政府有关部门发售，规定贴在契约、凭证等上面，作为税款的一种特制印刷品。全称印花税票。,这种印花比普通的邮票稍微大一点，当中一颗红心，两边各四个字：“万众一心”和“勿忘国耻”。,7,3659.799999999814
86,cleaned_43b,993,592,播种,动词。播撒种子。,早播种，早出苗。,2,11155.29999999981
86,cleaned_43b,994,664,来得,动词。〈口语〉胜任。,他说话有点儿口吃，笔底下倒来得。,6,6628.100000002887
86,cleaned_43b,995,163,出来,动词；趋向动词。用在动词后，表示动作完成或实现。,写出来。,3,13286.69999999087
86,cleaned_43b,996,812,生息,动词。取得利息。,钱存银行生息。,5,4863.899999991059
86,cleaned_43b,997,162,出来,动词；趋向动词。用在动词后，表示动作由里向外朝着说话的人。,拿出来。,2,4994.499999997206
86,cleaned_43b,998,24,上装,动词。（演员）化装。,叫天又抽了一口烟，立起来道：“是时候了，咱们去罢。”就同瑶卿走到后台去上装。,6,6293.099999996834
86,cleaned_43b,999,368,套播,动词。套作。,他计划套播玉米一百亩。,7,4837.799999990966
86,cleaned_43b,1000,301,地下,形容词；属性词。秘密活动的；不公开的。,地下工作。,3,4850.499999997206
86,cleaned_43b,1001,795,牙石,名词。缘石。,在城市的人行道上，每隔一段距离就会设置一块牙石。,3,12763.99999999115
86,cleaned_43b,1002,789,片子,名词。名片。,递给他一张片子。,5,9646.399999993853
86,cleaned_43b,1003,1008,过年,名词。〈口语〉时间词。明年。,这孩子过年该上学了。,3,6108.79999999702
86,cleaned_43b,1004,1105,鱼白,名词。鱼肚白。,东方一线鱼白，黎明已经到来。,6,3159.099999996834
86,cleaned_43b,1005,6,丈人,名词。古时对老年男子的尊称。,在古代社会，丈人常常扮演着调解纷争、维护和谐的重要角色。,6,7868.700000000186
86,cleaned_43b,1006,1075,隔断,名词。用来把屋子空间分隔开的起遮挡作用的东西，如板壁、隔扇等。,设计师巧妙地使用了玻璃隔断，既分隔了空间，又保证了室内的采光和通透感。,7,4988.999999997206
86,cleaned_43b,1007,661,机动,属性词。准备灵活运用的。,机动经费。,7,3742
86,cleaned_43b,1008,671,松散,形容词。（制度、纪律等）执行不严格。,纪律松散。,3,6075.100000000093
86,cleaned_43b,1009,1040,通读,动词。从头到尾阅读全书或全文。,通读课文。,3,2688.09999999404
86,cleaned_43b,1010,34,上门,动词。指商店停止营业。,夜已经深了，店家大家上门的上门，开赌的开赌。,6,15254.00000000279
86,cleaned_43b,1011,883,翻腾,动词。（波浪等）上下滚动。,海水翻腾。,4,7777.799999990966
86,cleaned_43b,1012,864,累累,形容词。形容累积得多。,罪行累累。,4,3959.400000003166
86,cleaned_43b,1013,957,说法,名词。意见；见解。,“后来居上”是一种鼓舞人努力向上的说法。,4,11260.60000000009
86,cleaned_43b,1014,923,草签,名词。草标儿。,在古代市集上，农民们常常在自家出售的牲畜或农产品上插上草签，作为出售的标志。,7,5135.899999991059
86,cleaned_43b,1015,819,用人,动词。需要人手。,现在正是用人的时候。,4,4217.499999991152
86,cleaned_43b,1016,437,师弟,名词。称同从一个师傅或老师学习而从师的时间在自己之后的男子。,我有一个师弟，现在东京大相国寺住持。,3,6103.400000003166
86,cleaned_43b,1017,82,中堂,名词。正房居中的一间；堂屋。,今夜没有电光，中堂燃着两支蜡烛。,7,5779.099999991246
86,cleaned_43b,1018,356,大王,名词。指垄断某种经济事业的财阀。,石油大王。,3,5469.799999999814
86,cleaned_43b,1019,733,清亮,形容词。清脆响亮。,嗓音清亮。,4,3779.799999999814
86,cleaned_43b,1020,509,惊醒,动词。使惊醒。,别惊醒了孩子。,3,2196.700000000186
86,cleaned_43b,1021,803,现世,名词。今生；这一辈子。,现世报。,4,4449.199999996927
86,cleaned_43b,1022,555,抢拍,动词。抢着买下拍品。,那套位置优越、装修精美的二手房刚上架就被多位买家盯上，买家们进入了紧张的抢拍环节。,6,10156.30000000307
86,cleaned_43b,1023,965,调配,动词。调和，配合（颜料、药物等）。,那些红红黄黄的油彩，确是调配得很鲜明。,4,5572.199999994133
86,cleaned_43b,1024,52,下水,动词。进入水中。,新船下水典礼。,3,5612.5
86,cleaned_43b,1025,281,喁喁,动词。〈书面语〉随声附和。,在会议上，一些人喁喁着领导的观点，缺乏独立的思考和见解。,4,7668.499999997206
86,cleaned_43b,1026,87,主拍,动词。主持拍卖。,操槌主拍。,7,6565.79999999702
86,cleaned_43b,1027,409,小儿,名词。儿童。,管家走到门口，只见一个小儿开门出来，手里拿了一个筲箕出去买米。,4,3325.199999996927
86,cleaned_43b,1028,619,断案,动词。审判诉讼案件。,秉公断案。,6,35283.69999999413
86,cleaned_43b,1029,470,开方,动词。开药方。也说开方子。,因为开方的医生是最有名的，以此所用的药引也奇特。,5,9175.999999993946
86,cleaned_43b,1030,1044,避讳,动词。回避。,都是自己人，用不着避讳。,5,4290.399999999907
86,cleaned_43b,1031,198,华胄,名词。〈书面语〉华夏的后裔。,啊！四千年华胄的名花呀！你有高超的历史，你有逸雅的风俗！,7,6012.699999994133
86,cleaned_43b,1032,1088,面子,名词。表面的形象；虚荣。,爱面子。,3,2453.699999990873
86,cleaned_43b,1033,877,罗锅,名词。指驼背的人。,这人是个罗锅儿。,3,2193.599999996834
86,cleaned_43b,1034,444,库藏,动词。在库房里储藏。,清点库藏物资。,6,4062.800000003073
86,cleaned_43b,1035,458,开口,名词。挖开或裂开的口子。,衣领的开口太大。,3,2837.899999997113
86,cleaned_43b,1036,473,开河,动词。开辟河道。,什么时候动工开河。,5,3153
86,cleaned_43b,1037,636,星火,名词。流星的光，多用于比喻。,急如星火。,3,3943
86,cleaned_43b,1038,1057,金星,名词。金黄色的五角星。,金星勋章。,3,5988.20000000298
86,cleaned_43b,1039,282,喁喁,拟声词。〈书面语〉形容说话的声音（多用于小声说话）。,喁喁私语。,4,19220.89999999106
86,cleaned_43b,1040,604,整装,动词。整理衣装；整理行装。,整装待发。,3,2039.599999996834
86,cleaned_43b,1041,165,出槽,动词。出栏。,农民们根据传统经验，判断这批猪已经长得足够大，该出槽了。,7,3464.199999994133
86,cleaned_43b,1042,152,冷面,形容词。形容不讲私情或神情冷傲。,冷面包公。,4,2997.499999993946
86,cleaned_43b,1043,342,大大,名词。〈口语〉尊称年长的男子（一般指年纪大于父亲的）。,小时候，我常常去大大家里玩，他总会给我讲很多有趣的故事。,2,5263.199999994133
86,cleaned_43b,1044,725,活路,名词。行得通的方法。,他提出的技术革新方案，大家觉得是条活路。,5,6226.09999999404
86,cleaned_43b,1045,172,分号,名词。标点符号（；），表示一句话中间并列分句之间的停顿。,分号用在语气似完而未完的地方。,4,3581.499999993946
86,cleaned_43b,1046,1108,黑人,名词。躲藏起来不敢公开露面的人。,你自己也变成一个黑人，撂下婆娘老母出去逃命。,3,3351.399999993853
86,cleaned_43b,1047,365,天体,名词。裸体。,这个小岛上有个天体海滩，人们可以无拘无束地享受日光浴。,7,2875.899999999907
86,cleaned_43b,1048,687,正色,名词。〈书面语〉纯正的颜色，指青、黄、赤、白、黑等色。,反正像作画一样，花无正色鸟无名，只要取个意思就成。,5,7502.799999990966
86,cleaned_43b,1049,705,水磨,动词。加水细磨。,花和尚鲁智深，使的就是这一件玩意儿，叫做水磨禅杖。,7,5856
86,cleaned_43b,1050,1030,透析,动词。渗析。,在化学实验中，透析常被用来从溶液中去除小分子杂质，以提纯大分子化合物。,7,2876.699999996927
86,cleaned_43b,1051,500,急难,动词。〈书面语〉热心地帮助别人摆脱患难。,扶危急难。,5,8175.100000000093
86,cleaned_43b,1052,722,洒落,动词。分散地落下。,一串串汗珠洒落在地上。,3,3982.499999997206
86,cleaned_43b,1053,800,犄角,名词。〈口语〉角。,牛犄角。,3,2556.099999991246
86,cleaned_43b,1054,413,小号,形容词。属性词。型号较小的。,小号中山装。,2,2912.700000000186
86,cleaned_43b,1055,576,挂单,动词。（游方和尚）到庙里投宿。,禅林里来了一个挂单的和尚。,7,7651.199999994133
86,cleaned_43b,1056,273,哈喇,形容词。〈口语〉食油或含油食物日久味道变坏。,点心哈喇了，不能吃了。,7,6991.699999996927
86,cleaned_43b,1057,657,机制,名词。指某些自然现象的物理、化学规律，如优选法中优化对象的机制。也叫机理。,理解天体运动的物理机制是探索宇宙奥秘的关键一步。,4,4724.599999991246
86,cleaned_43b,1058,199,单方,形容词；属性词。单方面的。,他们竟然单方撕毁了合约。,4,3570
86,cleaned_43b,1059,562,抽打,动词。用掸子、毛巾等在衣物上打，以除掉灰尘。,大衣上满是土，得抽打抽打。,3,3411.299999999814
86,cleaned_43b,1060,214,反正,副词。表示情况虽然不同而结果并无区别。,反正去不去都是一样。,3,6164.899999999907
86,cleaned_43b,1061,895,自制,动词。自己制造。,自制糕点。,3,2883.199999994133
86,cleaned_43b,1062,527,打头,动词。抽头。,他利用自己在职务上的便利，私下里打头获利，严重损害了公司的利益和声誉。,7,3766.099999991246
86,cleaned_43b,1063,854,空乏,形容词。〈书面语〉穷困。,家计空乏。,7,3328.199999990873
86,cleaned_43b,1064,685,正经,形容词。正式的；合乎一定标准的。,正经货。,4,3592.800000003073
86,cleaned_43b,1065,793,牙床,名词。有象牙雕刻装饰的床，也泛指装饰精美的床。,在这次文物展上，有一张精美的牙床深深地吸引了大家的目光。,7,4483.70000000298
86,cleaned_43b,1066,388,孩儿,名词。孩子。,这对夫妻只有一个孩儿。,2,3853.199999996927
