item_id,word_id,sense_id,headword,pinyin_tag,pinyin,definition,pos_tag,pos,sense_tag,sense,meaning,example,character_count,homograph,polyseme,XDHYCD,XDHYDCD,HYDCD,Oxford,Baidu,Online
857,338,1,立地,lìdì,lìdì,"<entry id=""31733""><hwg><hw>立地<sup>1</sup></hw><pinyin>lìdì</pinyin></hwg><def><num>❶</num> <ps>动</ps>立在地上：<ex>顶天～｜～书橱（比喻学识渊博的人）。</ex></def><def><num>❷</num> <ps>名</ps>林业上指树木生长的地方和气候、水文等条件：<ex>～不同，树木的生长就有差异。</ex></def>",动词。,动词,立在地上。,立在地上。,动词。立在地上。,顶天立地。,15,0,1,1.0,,,,,
858,338,2,立地,lìdì,lìdì,"<entry id=""31733""><hwg><hw>立地<sup>1</sup></hw><pinyin>lìdì</pinyin></hwg><def><num>❶</num> <ps>动</ps>立在地上：<ex>顶天～｜～书橱（比喻学识渊博的人）。</ex></def><def><num>❷</num> <ps>名</ps>林业上指树木生长的地方和气候、水文等条件：<ex>～不同，树木的生长就有差异。</ex></def>",名词。,名词,林业上指树木生长的地方和气候、水文等条件。,林业上指树木生长的地方和气候、水文等条件。,名词。林业上指树木生长的地方和气候、水文等条件。,立地不同，树木的生长就有差异。,41,0,1,1.0,,,,,
859,338,3,立地,lìdì,lìdì,"<entry id=""31734""><hwg><hw>立地<sup>2</sup></hw><pinyin>lìdì</pinyin></hwg><def><ps>副</ps>立刻：<ex>放下屠刀，～成佛。</ex></def>",副词。,副词,立刻。,立刻。,副词。立刻。,放下屠刀，立地成佛。,18,0,0,1.0,,,,,
860,339,1,站台,zhàntái,zhàntái,"<entry id=""65406""><hwg><hw>站台<sup>1</sup></hw><pinyin>zhàntái</pinyin></hwg><def><ps>名</ps>车站上下乘客或装卸货物的高于路面的平台。也叫月台。</def>",名词。,名词,车站上下乘客或装卸货物的高于路面的平台。也叫月台。,车站上下乘客或装卸货物的高于路面的平台。也叫月台。,名词。车站上下乘客或装卸货物的高于路面的平台。也叫月台。,乘客们在站台上有序地等待列车进站。,47,0,0,,,,,1.0,
861,339,2,站台,zhàn//tái,zhàntái,"<entry id=""65407""><hwg><hw>站台<sup>2</sup></hw><pinyin>zhàn//tái</pinyin></hwg><def><ps>动</ps>台湾地区指知名人士出席政治、商业、娱乐等集会，为主办方或候选人捧场、造势：<ex>明星大腕<small>儿</small>纷纷赶来为新秀～｜为候选人～助选。</ex></def>",动词。,动词,台湾地区指知名人士出席政治、商业、娱乐等集会，为主办方或候选人捧场、造势。,台湾地区指知名人士出席政治、商业、娱乐等集会，为主办方或候选人捧场、造势。,动词。台湾地区指知名人士出席政治、商业、娱乐等集会，为主办方或候选人捧场、造势。,明星大腕儿纷纷赶来为新秀站台。,57,0,0,1.0,,,,,
862,340,1,累累,léiléi,léiléi,"<entry id=""31202""><hwg><hw>累累<sup>1</sup></hw><pinyin>léiléi</pinyin></hwg><def>〈书〉<ps>形</ps>憔悴颓丧的样子：<ex>～若丧家之狗。</ex>也作儽儽。</def>",形容词。,形容词,〈书〉憔悴颓丧的样子。,〈书面语〉憔悴颓丧的样子。,形容词。〈书面语〉憔悴颓丧的样子。,累累若丧家之狗。,27,1,0,1.0,,,,,
863,340,2,累累,léiléi,léiléi,"<entry id=""31203""><hwg><hw>累累<sup>2</sup></hw><pinyin>léiléi</pinyin></hwg><def>〈书〉<ps>形</ps>接连成串的样子：<ex>果实～。</ex></def><def>　另见<pinyin>lěilěi</pinyin>。</def>",形容词。,形容词,〈书〉接连成串的样子。,〈书面语〉接连成串的样子。,形容词。〈书面语〉接连成串的样子。,果实累累。,24,1,0,1.0,,,,,
864,340,3,累累,lěilěi,lěilěi,"<entry id=""31260""><hwg><hw>累累</hw><pinyin>lěilěi</pinyin></hwg><def><num>❶</num> <ps>形</ps>形容累积得多：<ex>罪行～。</ex></def><def><num>❷</num> <ps>副</ps>屡屡：<ex>～失误。</ex></def><def>　另见<pinyin>léiléi</pinyin>。</def>",形容词。,形容词,形容累积得多。,形容累积得多。,形容词。形容累积得多。,罪行累累。,18,1,1,1.0,,,,,
865,340,4,累累,lěilěi,lěilěi,"<entry id=""31260""><hwg><hw>累累</hw><pinyin>lěilěi</pinyin></hwg><def><num>❶</num> <ps>形</ps>形容累积得多：<ex>罪行～。</ex></def><def><num>❷</num> <ps>副</ps>屡屡：<ex>～失误。</ex></def><def>　另见<pinyin>léiléi</pinyin>。</def>",副词。,副词,屡屡。,屡屡。,副词。屡屡。,累累失误。,13,1,1,1.0,,,,,
866,341,1,结实,jiē//shí,jiēshí,"<entry id=""26140""><hwg><hw>结实</hw><pinyin>jiē//shí</pinyin></hwg><def><ps>动</ps>长出果实。</def>",动词。,动词,长出果实。,长出果实。,动词。长出果实。,我每年看见树林里底果木开花结实。,26,1,0,,1.0,,,,
867,341,2,结实,jiē·shi,jiēshi,"<entry id=""26141""><hwg><hw>结实</hw><pinyin>jiē·shi</pinyin></hwg><def><ps>形</ps></def><def><num>❶</num> 坚固；牢固：<ex>这双鞋很～｜绳子绑得很～。</ex></def><def><num>❷</num> 健壮：<ex>他的身体～。</ex></def>",形容词。,形容词,坚固；牢固。,坚固；牢固。,形容词。坚固；牢固。,这双鞋很结实。,19,1,1,1.0,,,,,
868,341,3,结实,jiē·shi,jiēshi,"<entry id=""26141""><hwg><hw>结实</hw><pinyin>jiē·shi</pinyin></hwg><def><ps>形</ps></def><def><num>❶</num> 坚固；牢固：<ex>这双鞋很～｜绳子绑得很～。</ex></def><def><num>❷</num> 健壮：<ex>他的身体～。</ex></def>",形容词。,形容词,健壮。,健壮。,形容词。健壮。,他的身体结实。,16,1,1,1.0,,,,,
869,342,1,结集,jiéjí,jiéjí,"<entry id=""26365""><hwg><hw>结集<sup>1</sup></hw><pinyin>jiéjí</pinyin></hwg><def><ps>动</ps>把单篇的诗文编在一起；编成集子：<ex>～出版｜诗作～时又有修改。</ex></def>",动词。,动词,把单篇的诗文编在一起；编成集子。,把单篇的诗文编在一起；编成集子。,动词。把单篇的诗文编在一起；编成集子。,结集出版。,26,0,0,1.0,,,,,
870,342,2,结集,jiéjí,jiéjí,"<entry id=""26366""><hwg><hw>结集<sup>2</sup></hw><pinyin>jiéjí</pinyin></hwg><def><ps>动</ps>聚集；特指军队调动到某地聚集：<ex>～兵力｜在这个地区～了三个师。</ex></def>",动词。,动词,聚集；特指军队调动到某地聚集。,聚集；特指军队调动到某地聚集。,动词。聚集；特指军队调动到某地聚集。,结集兵力。,25,0,0,1.0,,,,,
871,343,1,编制,biānzhì,biānzhì,"<entry id=""02978""><hwg><hw>编制<sup>1</sup></hw><pinyin>biānzhì</pinyin></hwg><def><ps>动</ps></def><def><num>❶</num> 把细长的东西交叉组织起来，制成器物：<ex>用柳条～的筐子。</ex></def><def><num>❷</num> 根据资料做出（规程、方案、计划等）：<ex>～教学方案。</ex></def>",动词。,动词,把细长的东西交叉组织起来，制成器物。,把细长的东西交叉组织起来，制成器物。,动词。把细长的东西交叉组织起来，制成器物。,用柳条编制的筐子。,32,0,1,1.0,,,,,
872,343,2,编制,biānzhì,biānzhì,"<entry id=""02978""><hwg><hw>编制<sup>1</sup></hw><pinyin>biānzhì</pinyin></hwg><def><ps>动</ps></def><def><num>❶</num> 把细长的东西交叉组织起来，制成器物：<ex>用柳条～的筐子。</ex></def><def><num>❷</num> 根据资料做出（规程、方案、计划等）：<ex>～教学方案。</ex></def>",动词。,动词,根据资料做出（规程、方案、计划等）。,根据资料做出（规程、方案、计划等）。,动词。根据资料做出（规程、方案、计划等）。,编制教学方案。,30,0,1,1.0,,,,,
873,343,3,编制,biānzhì,biānzhì,"<entry id=""02979""><hwg><hw>编制<sup>2</sup></hw><pinyin>biānzhì</pinyin></hwg><def><ps>名</ps>组织机构的设置及其人员数量的定额和职务的分配：<ex>扩大～。</ex></def>",名词。,名词,组织机构的设置及其人员数量的定额和职务的分配。,组织机构的设置及其人员数量的定额和职务的分配。,名词。组织机构的设置及其人员数量的定额和职务的分配。,扩大编制。,33,0,0,1.0,,,,,
874,344,1,缩编,suōbiān,suōbiān,"<entry id=""49450""><hwg><hw>缩编<sup>1</sup></hw><pinyin>suōbiān</pinyin></hwg><def><ps>动</ps>把作品、节目等压缩编辑，使篇幅减少：<ex>把原来50集的电视连续剧～成30集。</ex></def>",动词。,动词,把作品、节目等压缩编辑，使篇幅减少。,把作品、节目等压缩编辑，使篇幅减少。,动词。把作品、节目等压缩编辑，使篇幅减少。,把原来集的电视连续剧缩编成集。,38,0,0,1.0,,,,,
875,344,2,缩编,suōbiān,suōbiān,"<entry id=""49451""><hwg><hw>缩编<sup>2</sup></hw><pinyin>suōbiān</pinyin></hwg><def><ps>动</ps>（部队、机关等）缩减编制：<ex>军队～。</ex></def>",动词。,动词,（部队、机关等）缩减编制。,（部队、机关等）缩减编制。,动词。（部队、机关等）缩减编制。,军队缩编。,23,0,0,1.0,,,,,
876,345,1,罗锅,luóguō,luóguō,"<entry id=""33987""><hwg><hw>罗锅</hw><pinyin>luóguō</pinyin></hwg><def><num>❶</num> （～<small>儿</small>）<ps>动</ps>驼背：<ex>他有点<small>儿</small>～<small>儿</small>。</ex></def><def><num>❷</num> （～<small>儿</small>）<ps>名</ps>指驼背的人：<ex>这人是个～<small>儿</small>。</ex>也叫罗锅子。</def><def><num>❸</num> <ps>形</ps>拱形：<ex>～桥。</ex></def>",动词。,动词,（罗锅儿）驼背。,驼背。,动词。驼背。,他有点儿罗锅儿。,16,1,1,1.0,,,,,
877,345,2,罗锅,luóguō,luóguō,"<entry id=""33987""><hwg><hw>罗锅</hw><pinyin>luóguō</pinyin></hwg><def><num>❶</num> （～<small>儿</small>）<ps>动</ps>驼背：<ex>他有点<small>儿</small>～<small>儿</small>。</ex></def><def><num>❷</num> （～<small>儿</small>）<ps>名</ps>指驼背的人：<ex>这人是个～<small>儿</small>。</ex>也叫罗锅子。</def><def><num>❸</num> <ps>形</ps>拱形：<ex>～桥。</ex></def>",名词。,名词,（罗锅儿）指驼背的人。,指驼背的人。,名词。指驼背的人。,这人是个罗锅儿。,19,1,1,1.0,,,,,
878,345,3,罗锅,luóguō,luóguō,"<entry id=""33987""><hwg><hw>罗锅</hw><pinyin>luóguō</pinyin></hwg><def><num>❶</num> （～<small>儿</small>）<ps>动</ps>驼背：<ex>他有点<small>儿</small>～<small>儿</small>。</ex></def><def><num>❷</num> （～<small>儿</small>）<ps>名</ps>指驼背的人：<ex>这人是个～<small>儿</small>。</ex>也叫罗锅子。</def><def><num>❸</num> <ps>形</ps>拱形：<ex>～桥。</ex></def>",形容词。,形容词,拱形。,拱形。,形容词。拱形。,罗锅桥。,13,1,1,1.0,,,,,
879,345,4,罗锅,luó·guo,luóguo,"<entry id=""33988""><hwg><hw>罗锅</hw><pinyin>luó·guo</pinyin></hwg><def>〈口〉<ps>动</ps>弯（腰）：<ex>～着腰坐在炕上。</ex></def>",动词。,动词,〈口〉弯（腰）。,〈口语〉弯（腰）。,动词。〈口语〉弯（腰）。,罗锅着腰坐在炕上。,23,1,0,1.0,,,,,
880,346,1,罢了,bà·le,bàle,"<entry id=""00763""><hwg><hw>罢了</hw><pinyin>bà·le</pinyin></hwg><def><ps>助</ps>用在陈述句的末尾，表示“仅此而已”，常跟“不过、无非、只是”等词前后呼应：<ex>别当真，我只是开个玩笑～｜这不算什么，我不过尽了我的职责～。</ex></def><def>　另见<pinyin>bàliǎo</pinyin>。</def>",助词。,助词,用在陈述句的末尾，表示“仅此而已”，常跟“不过、无非、只是”等词前后呼应。,用在陈述句的末尾，表示“仅此而已”，常跟“不过、无非、只是”等词前后呼应。,助词。用在陈述句的末尾，表示“仅此而已”，常跟“不过、无非、只是”等词前后呼应。,别当真，我只是开个玩笑罢了。,56,1,0,1.0,,,,,
881,346,2,罢了,bàliǎo,bàliǎo,"<entry id=""00765""><hwg><hw>罢了</hw><pinyin>bàliǎo</pinyin></hwg><def>（口语中也读<pinyin>bà·le</pinyin>）<ps>动</ps></def><def><num>❶</num> 因遇到困难而作罢：<ex>春节本来想去旅游，可买不到票，只好～。</ex></def><def><num>❷</num> 表示容忍，有勉强放过暂不深究或无可奈何的意思；算了：<ex>他自己不愿参加也就～，干吗还不让别人参加？</ex></def><def>　另见<pinyin>bà·le</pinyin>。</def>",动词。,动词,因遇到困难而作罢。,因遇到困难而作罢。,动词。因遇到困难而作罢。,春节本来想去旅游，可买不到票，只好罢了。,34,1,1,1.0,,,,,
882,346,3,罢了,bàliǎo,bàliǎo,"<entry id=""00765""><hwg><hw>罢了</hw><pinyin>bàliǎo</pinyin></hwg><def>（口语中也读<pinyin>bà·le</pinyin>）<ps>动</ps></def><def><num>❶</num> 因遇到困难而作罢：<ex>春节本来想去旅游，可买不到票，只好～。</ex></def><def><num>❷</num> 表示容忍，有勉强放过暂不深究或无可奈何的意思；算了：<ex>他自己不愿参加也就～，干吗还不让别人参加？</ex></def><def>　另见<pinyin>bà·le</pinyin>。</def>",动词。,动词,表示容忍，有勉强放过暂不深究或无可奈何的意思；算了。,表示容忍，有勉强放过暂不深究或无可奈何的意思；算了。,动词。表示容忍，有勉强放过暂不深究或无可奈何的意思；算了。,他自己不愿参加也就罢了，干吗还不让别人参加？,53,1,1,1.0,,,,,
883,347,1,翻腾,fānténg,fānténg,"<entry id=""14087""><hwg><hw>翻腾</hw><pinyin>fānténg</pinyin></hwg><def><ps>动</ps></def><def><num>❶</num> （波浪等）上下滚动：<ex>海水～｜云雾～。</ex></def><def><num>❷</num> 在空中做翻转身体的动作：<ex>向内～两周半后稳稳落地。</ex></def>",动词。,动词,（波浪等）上下滚动。,（波浪等）上下滚动。,动词。（波浪等）上下滚动。,海水翻腾。,20,1,1,1.0,,,,,
884,347,2,翻腾,fānténg,fānténg,"<entry id=""14087""><hwg><hw>翻腾</hw><pinyin>fānténg</pinyin></hwg><def><ps>动</ps></def><def><num>❶</num> （波浪等）上下滚动：<ex>海水～｜云雾～。</ex></def><def><num>❷</num> 在空中做翻转身体的动作：<ex>向内～两周半后稳稳落地。</ex></def>",动词。,动词,在空中做翻转身体的动作。,在空中做翻转身体的动作。,动词。在空中做翻转身体的动作。,向内翻腾两周半后稳稳落地。,30,1,1,1.0,,,,,
885,347,3,翻腾,fān·teng,fānteng,"<entry id=""14088""><hwg><hw>翻腾</hw><pinyin>fān·teng</pinyin></hwg><def><ps>动</ps></def><def><num>❶</num> 比喻思绪起伏：<ex>往事像过电影一样在脑子里～。</ex></def><def><num>❷</num> 翻动：<ex>几个柜子都～到了，也没找着那件衣服。</ex></def>",动词。,动词,比喻思绪起伏。,比喻思绪起伏。,动词。比喻思绪起伏。,往事像过电影一样在脑子里翻腾。,27,1,1,1.0,,,,,
886,347,4,翻腾,fān·teng,fānteng,"<entry id=""14088""><hwg><hw>翻腾</hw><pinyin>fān·teng</pinyin></hwg><def><ps>动</ps></def><def><num>❶</num> 比喻思绪起伏：<ex>往事像过电影一样在脑子里～。</ex></def><def><num>❷</num> 翻动：<ex>几个柜子都～到了，也没找着那件衣服。</ex></def>",动词。,动词,翻动。,翻动。,动词。翻动。,几个柜子都翻腾到了，也没找着那件衣服。,27,1,1,1.0,,,,,
887,348,1,肚子,dǔ·zi,dǔzi,"<entry id=""12779""><hwg><hw>肚子</hw><pinyin>dǔ·zi</pinyin></hwg><def><ps>名</ps>用作食品的动物的胃：<ex>猪～｜羊～。</ex></def><def>　另见<pinyin>dù·zi</pinyin>。</def>",名词。,名词,用作食品的动物的胃。,用作食品的动物的胃。,名词。用作食品的动物的胃。,猪肚子。,19,1,0,1.0,,,,,
888,348,2,肚子,dù·zi,dùzi,"<entry id=""12835""><hwg><hw>肚子</hw><pinyin>dù·zi</pinyin></hwg><def><ps>名</ps></def><def><num>❶</num> 腹①的通称。</def><def><num>❷</num> 物体圆而凸起像肚子的部分：<ex>腿～。</ex></def><def>　另见<pinyin>dǔ·zi</pinyin>。</def>",名词。,名词,腹的通称。,腹的通称。,名词。腹的通称。,杨子荣躬着腰，捂着肚子，装着肚子痛的样子，走回自己的铺上。,39,1,1,,1.0,,,,
889,348,3,肚子,dù·zi,dùzi,"<entry id=""12835""><hwg><hw>肚子</hw><pinyin>dù·zi</pinyin></hwg><def><ps>名</ps></def><def><num>❶</num> 腹①的通称。</def><def><num>❷</num> 物体圆而凸起像肚子的部分：<ex>腿～。</ex></def><def>　另见<pinyin>dǔ·zi</pinyin>。</def>",名词。,名词,物体圆而凸起像肚子的部分。,物体圆而凸起像肚子的部分。,名词。物体圆而凸起像肚子的部分。,腿肚子。,22,1,1,1.0,,,,,
890,349,1,背书,bèi//shū,bèishū,"<entry id=""02208""><hwg><hw>背书<sup>1</sup></hw><pinyin>bèi//shū</pinyin></hwg><def><ps>动</ps>背诵念过的书：<ex>过去上私塾每天早晨要～，背不出书要挨罚。</ex></def>",动词。,动词,背诵念过的书。,背诵念过的书。,动词。背诵念过的书。,过去上私塾每天早晨要背书，背不出书要挨罚。,33,0,0,1.0,,,,,
891,349,2,背书,bèishū,bèishū,"<entry id=""02209""><hwg><hw>背书<sup>2</sup></hw><pinyin>bèishū</pinyin></hwg><def><ps>动</ps></def><def><num>❶</num> 持有票据的人转让票据时，在票据背面批注并签名盖章。经过背书的票据，付款人不能付款时，背书人负付款责任。</def><def><num>❷</num> 比喻全力支持某人或某事，并愿意为此做担保。</def>",动词。,动词,持有票据的人转让票据时，在票据背面批注并签名盖章。经过背书的票据，付款人不能付款时，背书人负付款责任。,持有票据的人转让票据时，在票据背面批注并签名盖章。经过背书的票据，付款人不能付款时，背书人负付款责任。,动词。持有票据的人转让票据时，在票据背面批注并签名盖章。经过背书的票据，付款人不能付款时，背书人负付款责任。,这笔交易需要进行背书才能完成资金的转移。,76,0,1,,,,,1.0,
892,349,3,背书,bèishū,bèishū,"<entry id=""02209""><hwg><hw>背书<sup>2</sup></hw><pinyin>bèishū</pinyin></hwg><def><ps>动</ps></def><def><num>❶</num> 持有票据的人转让票据时，在票据背面批注并签名盖章。经过背书的票据，付款人不能付款时，背书人负付款责任。</def><def><num>❷</num> 比喻全力支持某人或某事，并愿意为此做担保。</def>",动词。,动词,比喻全力支持某人或某事，并愿意为此做担保。,比喻全力支持某人或某事，并愿意为此做担保。,动词。比喻全力支持某人或某事，并愿意为此做担保。,他的领导对他的项目计划进行了背书，让他充满信心地去实施。,54,0,1,,,,,1.0,
893,350,1,脉金,màijīn,màijīn,"<entry id=""34479""><hwg><hw>脉金<sup>1</sup></hw><pinyin>màijīn</pinyin></hwg><def><ps>名</ps>中医指给医生的酬金。</def>",名词。,名词,中医指给医生的酬金。,中医指给医生的酬金。,名词。中医指给医生的酬金。,老中医经验丰富，治好了疑难杂症，这笔丰厚的脉金实属应该。,43,0,0,,,,,,1.0
894,350,2,脉金,màijīn,màijīn,"<entry id=""34480""><hwg><hw>脉金<sup>2</sup></hw><pinyin>màijīn</pinyin></hwg><def><ps>名</ps>石英脉中含的粒状金子。也叫山金。</def>",名词。,名词,石英脉中含的粒状金子。也叫山金。,石英脉中含的粒状金子。也叫山金。,名词。石英脉中含的粒状金子。也叫山金。,地质勘探队在岩缝中找到了富含脉金的石英，有望大赚一笔。,48,0,0,,,,,,1.0
895,351,1,自制,zìzhì,zìzhì,"<entry id=""69079""><hwg><hw>自制<sup>1</sup></hw><pinyin>zìzhì</pinyin></hwg><def><ps>动</ps>自己制造：<ex>～糕点｜～玩具。</ex></def>",动词。,动词,自己制造。,自己制造。,动词。自己制造。,自制糕点。,15,0,0,1.0,,,,,
896,351,2,自制,zìzhì,zìzhì,"<entry id=""69080""><hwg><hw>自制<sup>2</sup></hw><pinyin>zìzhì</pinyin></hwg><def><ps>动</ps>克制自己：<ex>～力｜难以～。</ex></def>",动词。,动词,克制自己。,克制自己。,动词。克制自己。,难以自制。,15,0,0,1.0,,,,,
897,352,1,自在,zìzài,zìzài,"<entry id=""69075""><hwg><hw>自在</hw><pinyin>zìzài</pinyin></hwg><def><ps>形</ps>自由；不受拘束：<ex>逍遥～。</ex></def>",形容词。,形容词,自由；不受拘束。,自由；不受拘束。,形容词。自由；不受拘束。,逍遥自在。,19,1,0,1.0,,,,,
898,352,2,自在,zì·zai,zìzai,"<entry id=""69076""><hwg><hw>自在</hw><pinyin>zì·zai</pinyin></hwg><def><ps>形</ps>安闲舒适：<ex>他们俩的小日子过得挺～。</ex></def>",形容词。,形容词,安闲舒适。,安闲舒适。,形容词。安闲舒适。,他们俩的小日子过得挺自在。,24,1,0,1.0,,,,,
899,353,1,自是,zìshì,zìshì,"<entry id=""69011""><hwg><hw>自是<sup>1</sup></hw><pinyin>zìshì</pinyin></hwg><def><ps>副</ps>自然是：<ex>久别重逢，～高兴。</ex></def>",副词。,副词,自然是。,自然是。,副词。自然是。,久别重逢，自是高兴。,19,0,0,1.0,,,,,
900,353,2,自是,zìshì,zìshì,"<entry id=""69012""><hwg><hw>自是<sup>2</sup></hw><pinyin>zìshì</pinyin></hwg><def><ps>形</ps>自以为是：<ex>他既很～又很顽固。</ex></def>",形容词。,形容词,自以为是。,自以为是。,形容词。自以为是。,他既很自是又很顽固。,21,0,0,1.0,,,,,
901,354,1,自然,zìrán,zìrán,"<entry id=""68978""><hwg><hw>自然</hw><pinyin>zìrán</pinyin></hwg><def><num>❶</num> <ps>名</ps>自然界：<ex>大～。</ex></def><def><num>❷</num> <ps>形</ps>自由发展；不经人力干预（区别于“人工、人造”）：<ex>～免疫｜听其～｜～而然｜你先别问，到时候～明白。</ex></def><def><num>❸</num> <ps>副</ps>表示理所当然：<ex>只要认真学习，～会取得好成绩。</ex></def><def><num>❹</num> <ps>连</ps>连接分句或句子，表示语义转折或追加说明：<ex>你应该虚心学习别人的优点，～，别人也要学习你的长处。</ex></def>",名词。,名词,自然界。,自然界。,名词。自然界。,大自然。,13,1,1,1.0,,,,,
902,354,2,自然,zìrán,zìrán,"<entry id=""68978""><hwg><hw>自然</hw><pinyin>zìrán</pinyin></hwg><def><num>❶</num> <ps>名</ps>自然界：<ex>大～。</ex></def><def><num>❷</num> <ps>形</ps>自由发展；不经人力干预（区别于“人工、人造”）：<ex>～免疫｜听其～｜～而然｜你先别问，到时候～明白。</ex></def><def><num>❸</num> <ps>副</ps>表示理所当然：<ex>只要认真学习，～会取得好成绩。</ex></def><def><num>❹</num> <ps>连</ps>连接分句或句子，表示语义转折或追加说明：<ex>你应该虚心学习别人的优点，～，别人也要学习你的长处。</ex></def>",形容词。,形容词,自由发展；不经人力干预（区别于“人工、人造”）。,自由发展；不经人力干预（区别于“人工、人造”）。,形容词。自由发展；不经人力干预（区别于“人工、人造”）。,自然免疫。,35,1,1,1.0,,,,,
903,354,3,自然,zìrán,zìrán,"<entry id=""68978""><hwg><hw>自然</hw><pinyin>zìrán</pinyin></hwg><def><num>❶</num> <ps>名</ps>自然界：<ex>大～。</ex></def><def><num>❷</num> <ps>形</ps>自由发展；不经人力干预（区别于“人工、人造”）：<ex>～免疫｜听其～｜～而然｜你先别问，到时候～明白。</ex></def><def><num>❸</num> <ps>副</ps>表示理所当然：<ex>只要认真学习，～会取得好成绩。</ex></def><def><num>❹</num> <ps>连</ps>连接分句或句子，表示语义转折或追加说明：<ex>你应该虚心学习别人的优点，～，别人也要学习你的长处。</ex></def>",副词。,副词,表示理所当然。,表示理所当然。,副词。表示理所当然。,只要认真学习，自然会取得好成绩。,28,1,1,1.0,,,,,
904,354,4,自然,zìrán,zìrán,"<entry id=""68978""><hwg><hw>自然</hw><pinyin>zìrán</pinyin></hwg><def><num>❶</num> <ps>名</ps>自然界：<ex>大～。</ex></def><def><num>❷</num> <ps>形</ps>自由发展；不经人力干预（区别于“人工、人造”）：<ex>～免疫｜听其～｜～而然｜你先别问，到时候～明白。</ex></def><def><num>❸</num> <ps>副</ps>表示理所当然：<ex>只要认真学习，～会取得好成绩。</ex></def><def><num>❹</num> <ps>连</ps>连接分句或句子，表示语义转折或追加说明：<ex>你应该虚心学习别人的优点，～，别人也要学习你的长处。</ex></def>",连词。,连词,连接分句或句子，表示语义转折或追加说明。,连接分句或句子，表示语义转折或追加说明。,连词。连接分句或句子，表示语义转折或追加说明。,你应该虚心学习别人的优点，自然，别人也要学习你的长处。,52,1,1,1.0,,,,,
905,354,5,自然,zì·ran,zìran,"<entry id=""68979""><hwg><hw>自然</hw><pinyin>zì·ran</pinyin></hwg><def><ps>形</ps>不勉强；不局促；不呆板：<ex>态度很～｜他是初次演出，但演得挺～。</ex></def><ci><div class=""title"">词语</div><div class=""cont""><a href=""entry://自然保护区"">自然保护区</a><a href=""entry://自然村"">自然村</a><a href=""entry://自然对数"">自然对数</a><a href=""entry://自然而然"">自然而然</a><a href=""entry://自然法"">自然法</a><a href=""entry://自然法则"">自然法则</a><a href=""entry://自然光"">自然光</a><a href=""entry://自然规律"">自然规律</a><a href=""entry://自然界"">自然界</a><a href=""entry://自然经济"">自然经济</a><a href=""entry://自然科学"">自然科学</a><a href=""entry://自然力"">自然力</a><a href=""entry://自然人"">自然人</a><a href=""entry://自然日"">自然日</a><a href=""entry://自然数"">自然数</a><a href=""entry://自然物"">自然物</a><a href=""entry://自然选择"">自然选择</a><a href=""entry://自然灾害"">自然灾害</a><a href=""entry://自然主义"">自然主义</a></div></ci>",形容词。,形容词,不勉强；不局促；不呆板。,不勉强；不局促；不呆板。,形容词。不勉强；不局促；不呆板。,他是初次演出，但演得挺自然。,32,1,0,1.0,,,,,
906,355,1,自用,zìyòng,zìyòng,"<entry id=""69054""><hwg><hw>自用<sup>1</sup></hw><pinyin>zìyòng</pinyin></hwg><def><ps>动</ps>私人使用：<ex>～汽车。</ex></def>",动词。,动词,私人使用。,私人使用。,动词。私人使用。,自用汽车。,15,0,0,1.0,,,,,
907,355,2,自用,zìyòng,zìyòng,"<entry id=""69055""><hwg><hw>自用<sup>2</sup></hw><pinyin>zìyòng</pinyin></hwg><def>〈书〉<ps>动</ps>自以为是：<ex>刚愎～｜师心～。</ex></def>",动词。,动词,〈书〉自以为是。,〈书面语〉自以为是。,动词。〈书面语〉自以为是。,刚愎自用。,20,0,0,1.0,,,,,
908,356,1,自重,zìzhòng,zìzhòng,"<entry id=""69087""><hwg><hw>自重<sup>1</sup></hw><pinyin>zìzhòng</pinyin></hwg><def><ps>动</ps></def><def><num>❶</num> 注意自己的言行：<ex>自爱～｜请～些！</ex></def><def><num>❷</num> 〈书〉抬高自己的身份、地位：<ex>拥兵～。</ex></def>",动词。,动词,注意自己的言行。,注意自己的言行。,动词。注意自己的言行。,请自重些！,18,0,1,1.0,,,,,
909,356,2,自重,zìzhòng,zìzhòng,"<entry id=""69087""><hwg><hw>自重<sup>1</sup></hw><pinyin>zìzhòng</pinyin></hwg><def><ps>动</ps></def><def><num>❶</num> 注意自己的言行：<ex>自爱～｜请～些！</ex></def><def><num>❷</num> 〈书〉抬高自己的身份、地位：<ex>拥兵～。</ex></def>",动词。,动词,〈书〉抬高自己的身份、地位。,〈书面语〉抬高自己的身份、地位。,动词。〈书面语〉抬高自己的身份、地位。,拥兵自重。,26,0,1,1.0,,,,,
910,356,3,自重,zìzhòng,zìzhòng,"<entry id=""69088""><hwg><hw>自重<sup>2</sup></hw><pinyin>zìzhòng</pinyin></hwg><def><ps>名</ps>机器、运输工具或建筑物承重构件等本身的重量。</def>",名词。,名词,机器、运输工具或建筑物承重构件等本身的重量。,机器、运输工具或建筑物承重构件等本身的重量。,名词。机器、运输工具或建筑物承重构件等本身的重量。,工程师在设计桥梁时，必须充分考虑到自重以及可能承受的最大负载。,58,0,0,,,,,1.0,
