subject,item_id,headword,meaning,example,Response,RT_ms,anchor,list
16,244,粒子,名词。构成物体的比原子核更简单的物质，包括电子、质子、中子、光子、介子、超子和各种反粒子等。也叫基本粒子。,中子粒子在原子核中扮演着重要的角色，它们与质子共同决定了原子核的稳定性和性质。,7,2060,exp1,List2
17,264,花红,名词。落叶小乔木，叶子卵形或椭圆形，花粉红色。果实球形，像苹果而小，黄绿色带微红，是常见的水果。,这种花红果实虽小，但口感独特，营养丰富。,7,7857,exp1,List1
17,231,积分,名词。积分描述物体运动的整体性质，例如由运动物体在各点的瞬间运动速度求物体运动的全部路程就是积分学的问题。,积分是高等数学中非常重要的一个分支。,7,3397,exp1,List1
17,261,老公,名词。〈口语〉太监。,他就立刻进京，又走了老公的门路。,7,12186,exp1,List2
17,267,花红,名词。红利。,师爷分到花红，就寄给家里的老婆。,7,2574,exp1,List2
17,265,花红,名词。这种植物的果实。也叫林檎或沙果。,今天市场上的花红特别新鲜，颜色鲜红，看着就很有食欲。,7,6047,exp1,List1
17,244,粒子,名词。构成物体的比原子核更简单的物质，包括电子、质子、中子、光子、介子、超子和各种反粒子等。也叫基本粒子。,中子粒子在原子核中扮演着重要的角色，它们与质子共同决定了原子核的稳定性和性质。,7,3496,exp1,List2
17,271,蘑菇,动词。故意纠缠。,你别跟我蘑菇，我还有要紧事儿。,7,2657,exp1,List2
17,272,蘑菇,动词。行动迟缓，拖延时间。,你再这么蘑菇下去，非误了火车不可！,7,5301,exp1,List2
17,202,烟花,名词。旧时指妓女。,沦为烟花。,7,4679,exp1,List1
17,266,花红,名词。指有关结婚等喜庆事的礼物。,花红彩礼。,7,2444,exp1,List1
18,267,花红,名词。红利。,师爷分到花红，就寄给家里的老婆。,7,4676,exp1,List2
18,272,蘑菇,动词。行动迟缓，拖延时间。,你再这么蘑菇下去，非误了火车不可！,7,4109,exp1,List2
18,231,积分,名词。积分描述物体运动的整体性质，例如由运动物体在各点的瞬间运动速度求物体运动的全部路程就是积分学的问题。,积分是高等数学中非常重要的一个分支。,7,6979,exp1,List1
18,261,老公,名词。〈口语〉太监。,他就立刻进京，又走了老公的门路。,7,4708,exp1,List2
18,271,蘑菇,动词。故意纠缠。,你别跟我蘑菇，我还有要紧事儿。,7,2318,exp1,List2
18,244,粒子,名词。构成物体的比原子核更简单的物质，包括电子、质子、中子、光子、介子、超子和各种反粒子等。也叫基本粒子。,中子粒子在原子核中扮演着重要的角色，它们与质子共同决定了原子核的稳定性和性质。,7,2410,exp1,List2
18,202,烟花,名词。旧时指妓女。,沦为烟花。,7,2025,exp1,List1
18,266,花红,名词。指有关结婚等喜庆事的礼物。,花红彩礼。,7,3087,exp1,List1
18,265,花红,名词。这种植物的果实。也叫林檎或沙果。,今天市场上的花红特别新鲜，颜色鲜红，看着就很有食欲。,7,3832,exp1,List1
18,264,花红,名词。落叶小乔木，叶子卵形或椭圆形，花粉红色。果实球形，像苹果而小，黄绿色带微红，是常见的水果。,这种花红果实虽小，但口感独特，营养丰富。,7,2331,exp1,List1
19,272,蘑菇,动词。行动迟缓，拖延时间。,你再这么蘑菇下去，非误了火车不可！,2,2798,exp1,List2
19,231,积分,名词。积分描述物体运动的整体性质，例如由运动物体在各点的瞬间运动速度求物体运动的全部路程就是积分学的问题。,积分是高等数学中非常重要的一个分支。,6,4209,exp1,List1
19,266,花红,名词。指有关结婚等喜庆事的礼物。,花红彩礼。,6,3527,exp1,List1
19,267,花红,名词。红利。,师爷分到花红，就寄给家里的老婆。,6,1792,exp1,List2
19,261,老公,名词。〈口语〉太监。,他就立刻进京，又走了老公的门路。,6,6025,exp1,List2
19,202,烟花,名词。旧时指妓女。,沦为烟花。,7,3116,exp1,List1
19,265,花红,名词。这种植物的果实。也叫林檎或沙果。,今天市场上的花红特别新鲜，颜色鲜红，看着就很有食欲。,7,5684,exp1,List1
19,244,粒子,名词。构成物体的比原子核更简单的物质，包括电子、质子、中子、光子、介子、超子和各种反粒子等。也叫基本粒子。,中子粒子在原子核中扮演着重要的角色，它们与质子共同决定了原子核的稳定性和性质。,6,2458,exp1,List2
19,271,蘑菇,动词。故意纠缠。,你别跟我蘑菇，我还有要紧事儿。,2,3049,exp1,List2
19,264,花红,名词。落叶小乔木，叶子卵形或椭圆形，花粉红色。果实球形，像苹果而小，黄绿色带微红，是常见的水果。,这种花红果实虽小，但口感独特，营养丰富。,7,1624,exp1,List1
2,266,花红,名词。指有关结婚等喜庆事的礼物。,花红彩礼。,6,4638,exp1,List1
2,231,积分,名词。积分描述物体运动的整体性质，例如由运动物体在各点的瞬间运动速度求物体运动的全部路程就是积分学的问题。,积分是高等数学中非常重要的一个分支。,7,6082,exp1,List1
2,265,花红,名词。这种植物的果实。也叫林檎或沙果。,今天市场上的花红特别新鲜，颜色鲜红，看着就很有食欲。,7,2244,exp1,List1
2,261,老公,名词。〈口语〉太监。,他就立刻进京，又走了老公的门路。,7,2131,exp1,List2
2,271,蘑菇,动词。故意纠缠。,你别跟我蘑菇，我还有要紧事儿。,7,3170,exp1,List2
2,244,粒子,名词。构成物体的比原子核更简单的物质，包括电子、质子、中子、光子、介子、超子和各种反粒子等。也叫基本粒子。,中子粒子在原子核中扮演着重要的角色，它们与质子共同决定了原子核的稳定性和性质。,7,10155,exp1,List2
2,202,烟花,名词。旧时指妓女。,沦为烟花。,7,2097,exp1,List1
2,264,花红,名词。落叶小乔木，叶子卵形或椭圆形，花粉红色。果实球形，像苹果而小，黄绿色带微红，是常见的水果。,这种花红果实虽小，但口感独特，营养丰富。,7,3130,exp1,List1
20,244,粒子,名词。构成物体的比原子核更简单的物质，包括电子、质子、中子、光子、介子、超子和各种反粒子等。也叫基本粒子。,中子粒子在原子核中扮演着重要的角色，它们与质子共同决定了原子核的稳定性和性质。,7,1784,exp1,List2
20,267,花红,名词。红利。,师爷分到花红，就寄给家里的老婆。,7,2213,exp1,List2
20,202,烟花,名词。旧时指妓女。,沦为烟花。,7,1646,exp1,List1
20,231,积分,名词。积分描述物体运动的整体性质，例如由运动物体在各点的瞬间运动速度求物体运动的全部路程就是积分学的问题。,积分是高等数学中非常重要的一个分支。,7,2848,exp1,List1
20,272,蘑菇,动词。行动迟缓，拖延时间。,你再这么蘑菇下去，非误了火车不可！,7,2170,exp1,List2
20,271,蘑菇,动词。故意纠缠。,你别跟我蘑菇，我还有要紧事儿。,7,1629,exp1,List2
20,266,花红,名词。指有关结婚等喜庆事的礼物。,花红彩礼。,7,1749,exp1,List1
20,265,花红,名词。这种植物的果实。也叫林檎或沙果。,今天市场上的花红特别新鲜，颜色鲜红，看着就很有食欲。,7,2108,exp1,List1
21,271,蘑菇,动词。故意纠缠。,你别跟我蘑菇，我还有要紧事儿。,7,4814,exp1,List2
21,266,花红,名词。指有关结婚等喜庆事的礼物。,花红彩礼。,7,1278,exp1,List1
21,264,花红,名词。落叶小乔木，叶子卵形或椭圆形，花粉红色。果实球形，像苹果而小，黄绿色带微红，是常见的水果。,这种花红果实虽小，但口感独特，营养丰富。,7,3500,exp1,List1
21,244,粒子,名词。构成物体的比原子核更简单的物质，包括电子、质子、中子、光子、介子、超子和各种反粒子等。也叫基本粒子。,中子粒子在原子核中扮演着重要的角色，它们与质子共同决定了原子核的稳定性和性质。,7,1723,exp1,List2
21,265,花红,名词。这种植物的果实。也叫林檎或沙果。,今天市场上的花红特别新鲜，颜色鲜红，看着就很有食欲。,7,1548,exp1,List1
21,267,花红,名词。红利。,师爷分到花红，就寄给家里的老婆。,7,2325,exp1,List2
21,261,老公,名词。〈口语〉太监。,他就立刻进京，又走了老公的门路。,7,2705,exp1,List2
21,202,烟花,名词。旧时指妓女。,沦为烟花。,7,1655,exp1,List1
21,272,蘑菇,动词。行动迟缓，拖延时间。,你再这么蘑菇下去，非误了火车不可！,7,3680,exp1,List2
21,231,积分,名词。积分描述物体运动的整体性质，例如由运动物体在各点的瞬间运动速度求物体运动的全部路程就是积分学的问题。,积分是高等数学中非常重要的一个分支。,7,2485,exp1,List1
22,267,花红,名词。红利。,师爷分到花红，就寄给家里的老婆。,7,1735,exp1,List2
22,271,蘑菇,动词。故意纠缠。,你别跟我蘑菇，我还有要紧事儿。,7,1488,exp1,List2
22,272,蘑菇,动词。行动迟缓，拖延时间。,你再这么蘑菇下去，非误了火车不可！,7,2120,exp1,List2
22,266,花红,名词。指有关结婚等喜庆事的礼物。,花红彩礼。,7,2584,exp1,List1
22,244,粒子,名词。构成物体的比原子核更简单的物质，包括电子、质子、中子、光子、介子、超子和各种反粒子等。也叫基本粒子。,中子粒子在原子核中扮演着重要的角色，它们与质子共同决定了原子核的稳定性和性质。,7,1580,exp1,List2
22,264,花红,名词。落叶小乔木，叶子卵形或椭圆形，花粉红色。果实球形，像苹果而小，黄绿色带微红，是常见的水果。,这种花红果实虽小，但口感独特，营养丰富。,7,2272,exp1,List1
22,231,积分,名词。积分描述物体运动的整体性质，例如由运动物体在各点的瞬间运动速度求物体运动的全部路程就是积分学的问题。,积分是高等数学中非常重要的一个分支。,7,1476,exp1,List1
22,265,花红,名词。这种植物的果实。也叫林檎或沙果。,今天市场上的花红特别新鲜，颜色鲜红，看着就很有食欲。,7,1250,exp1,List1
22,261,老公,名词。〈口语〉太监。,他就立刻进京，又走了老公的门路。,7,4861,exp1,List2
22,202,烟花,名词。旧时指妓女。,沦为烟花。,7,1497,exp1,List1
23,271,蘑菇,动词。故意纠缠。,你别跟我蘑菇，我还有要紧事儿。,7,4654,exp1,List2
23,272,蘑菇,动词。行动迟缓，拖延时间。,你再这么蘑菇下去，非误了火车不可！,7,1525,exp1,List2
23,202,烟花,名词。旧时指妓女。,沦为烟花。,7,3502,exp1,List1
23,266,花红,名词。指有关结婚等喜庆事的礼物。,花红彩礼。,6,1313,exp1,List1
23,264,花红,名词。落叶小乔木，叶子卵形或椭圆形，花粉红色。果实球形，像苹果而小，黄绿色带微红，是常见的水果。,这种花红果实虽小，但口感独特，营养丰富。,7,2705,exp1,List1
23,265,花红,名词。这种植物的果实。也叫林檎或沙果。,今天市场上的花红特别新鲜，颜色鲜红，看着就很有食欲。,7,1678,exp1,List1
23,244,粒子,名词。构成物体的比原子核更简单的物质，包括电子、质子、中子、光子、介子、超子和各种反粒子等。也叫基本粒子。,中子粒子在原子核中扮演着重要的角色，它们与质子共同决定了原子核的稳定性和性质。,7,1704,exp1,List2
23,261,老公,名词。〈口语〉太监。,他就立刻进京，又走了老公的门路。,7,5608,exp1,List2
23,267,花红,名词。红利。,师爷分到花红，就寄给家里的老婆。,7,2877,exp1,List2
23,231,积分,名词。积分描述物体运动的整体性质，例如由运动物体在各点的瞬间运动速度求物体运动的全部路程就是积分学的问题。,积分是高等数学中非常重要的一个分支。,7,1837,exp1,List1
24,265,花红,名词。这种植物的果实。也叫林檎或沙果。,今天市场上的花红特别新鲜，颜色鲜红，看着就很有食欲。,7,2623,exp1,List1
24,264,花红,名词。落叶小乔木，叶子卵形或椭圆形，花粉红色。果实球形，像苹果而小，黄绿色带微红，是常见的水果。,这种花红果实虽小，但口感独特，营养丰富。,6,4586,exp1,List1
24,231,积分,名词。积分描述物体运动的整体性质，例如由运动物体在各点的瞬间运动速度求物体运动的全部路程就是积分学的问题。,积分是高等数学中非常重要的一个分支。,7,4378,exp1,List1
24,267,花红,名词。红利。,师爷分到花红，就寄给家里的老婆。,6,1685,exp1,List2
24,272,蘑菇,动词。行动迟缓，拖延时间。,你再这么蘑菇下去，非误了火车不可！,7,5397,exp1,List2
24,261,老公,名词。〈口语〉太监。,他就立刻进京，又走了老公的门路。,7,4272,exp1,List2
24,266,花红,名词。指有关结婚等喜庆事的礼物。,花红彩礼。,7,9941,exp1,List1
24,271,蘑菇,动词。故意纠缠。,你别跟我蘑菇，我还有要紧事儿。,7,2891,exp1,List2
24,244,粒子,名词。构成物体的比原子核更简单的物质，包括电子、质子、中子、光子、介子、超子和各种反粒子等。也叫基本粒子。,中子粒子在原子核中扮演着重要的角色，它们与质子共同决定了原子核的稳定性和性质。,4,2430,exp1,List2
24,202,烟花,名词。旧时指妓女。,沦为烟花。,7,2271,exp1,List1
25,244,粒子,名词。构成物体的比原子核更简单的物质，包括电子、质子、中子、光子、介子、超子和各种反粒子等。也叫基本粒子。,中子粒子在原子核中扮演着重要的角色，它们与质子共同决定了原子核的稳定性和性质。,5,2877,exp1,List2
25,231,积分,名词。积分描述物体运动的整体性质，例如由运动物体在各点的瞬间运动速度求物体运动的全部路程就是积分学的问题。,积分是高等数学中非常重要的一个分支。,3,2916,exp1,List1
25,272,蘑菇,动词。行动迟缓，拖延时间。,你再这么蘑菇下去，非误了火车不可！,7,6845,exp1,List2
25,271,蘑菇,动词。故意纠缠。,你别跟我蘑菇，我还有要紧事儿。,7,2438,exp1,List2
25,261,老公,名词。〈口语〉太监。,他就立刻进京，又走了老公的门路。,7,6848,exp1,List2
25,267,花红,名词。红利。,师爷分到花红，就寄给家里的老婆。,5,2051,exp1,List2
25,265,花红,名词。这种植物的果实。也叫林檎或沙果。,今天市场上的花红特别新鲜，颜色鲜红，看着就很有食欲。,7,5334,exp1,List1
25,202,烟花,名词。旧时指妓女。,沦为烟花。,7,2126,exp1,List1
25,264,花红,名词。落叶小乔木，叶子卵形或椭圆形，花粉红色。果实球形，像苹果而小，黄绿色带微红，是常见的水果。,这种花红果实虽小，但口感独特，营养丰富。,7,3511,exp1,List1
25,266,花红,名词。指有关结婚等喜庆事的礼物。,花红彩礼。,7,2267,exp1,List1
26,244,粒子,名词。构成物体的比原子核更简单的物质，包括电子、质子、中子、光子、介子、超子和各种反粒子等。也叫基本粒子。,中子粒子在原子核中扮演着重要的角色，它们与质子共同决定了原子核的稳定性和性质。,6,2175,exp1,List2
26,261,老公,名词。〈口语〉太监。,他就立刻进京，又走了老公的门路。,7,3264,exp1,List2
26,264,花红,名词。落叶小乔木，叶子卵形或椭圆形，花粉红色。果实球形，像苹果而小，黄绿色带微红，是常见的水果。,这种花红果实虽小，但口感独特，营养丰富。,7,1886,exp1,List1
26,267,花红,名词。红利。,师爷分到花红，就寄给家里的老婆。,7,1746,exp1,List2
26,231,积分,名词。积分描述物体运动的整体性质，例如由运动物体在各点的瞬间运动速度求物体运动的全部路程就是积分学的问题。,积分是高等数学中非常重要的一个分支。,7,2354,exp1,List1
26,266,花红,名词。指有关结婚等喜庆事的礼物。,花红彩礼。,7,1426,exp1,List1
26,271,蘑菇,动词。故意纠缠。,你别跟我蘑菇，我还有要紧事儿。,7,2009,exp1,List2
26,265,花红,名词。这种植物的果实。也叫林檎或沙果。,今天市场上的花红特别新鲜，颜色鲜红，看着就很有食欲。,7,1342,exp1,List1
26,272,蘑菇,动词。行动迟缓，拖延时间。,你再这么蘑菇下去，非误了火车不可！,7,1676,exp1,List2
26,202,烟花,名词。旧时指妓女。,沦为烟花。,7,1992,exp1,List1
27,231,积分,名词。积分描述物体运动的整体性质，例如由运动物体在各点的瞬间运动速度求物体运动的全部路程就是积分学的问题。,积分是高等数学中非常重要的一个分支。,7,2090,exp1,List1
27,272,蘑菇,动词。行动迟缓，拖延时间。,你再这么蘑菇下去，非误了火车不可！,7,2255,exp1,List2
27,267,花红,名词。红利。,师爷分到花红，就寄给家里的老婆。,7,3876,exp1,List2
27,261,老公,名词。〈口语〉太监。,他就立刻进京，又走了老公的门路。,7,2303,exp1,List2
27,265,花红,名词。这种植物的果实。也叫林檎或沙果。,今天市场上的花红特别新鲜，颜色鲜红，看着就很有食欲。,7,2607,exp1,List1
27,244,粒子,名词。构成物体的比原子核更简单的物质，包括电子、质子、中子、光子、介子、超子和各种反粒子等。也叫基本粒子。,中子粒子在原子核中扮演着重要的角色，它们与质子共同决定了原子核的稳定性和性质。,7,2347,exp1,List2
27,202,烟花,名词。旧时指妓女。,沦为烟花。,7,1577,exp1,List1
27,266,花红,名词。指有关结婚等喜庆事的礼物。,花红彩礼。,7,1761,exp1,List1
27,264,花红,名词。落叶小乔木，叶子卵形或椭圆形，花粉红色。果实球形，像苹果而小，黄绿色带微红，是常见的水果。,这种花红果实虽小，但口感独特，营养丰富。,7,1696,exp1,List1
27,271,蘑菇,动词。故意纠缠。,你别跟我蘑菇，我还有要紧事儿。,7,1431,exp1,List2
28,231,积分,名词。积分描述物体运动的整体性质，例如由运动物体在各点的瞬间运动速度求物体运动的全部路程就是积分学的问题。,积分是高等数学中非常重要的一个分支。,7,2374,exp1,List1
28,267,花红,名词。红利。,师爷分到花红，就寄给家里的老婆。,7,2422,exp1,List2
28,244,粒子,名词。构成物体的比原子核更简单的物质，包括电子、质子、中子、光子、介子、超子和各种反粒子等。也叫基本粒子。,中子粒子在原子核中扮演着重要的角色，它们与质子共同决定了原子核的稳定性和性质。,7,1886,exp1,List2
28,261,老公,名词。〈口语〉太监。,他就立刻进京，又走了老公的门路。,7,2662,exp1,List2
28,266,花红,名词。指有关结婚等喜庆事的礼物。,花红彩礼。,7,1668,exp1,List1
28,272,蘑菇,动词。行动迟缓，拖延时间。,你再这么蘑菇下去，非误了火车不可！,7,2107,exp1,List2
28,271,蘑菇,动词。故意纠缠。,你别跟我蘑菇，我还有要紧事儿。,7,1848,exp1,List2
28,202,烟花,名词。旧时指妓女。,沦为烟花。,7,1488,exp1,List1
28,265,花红,名词。这种植物的果实。也叫林檎或沙果。,今天市场上的花红特别新鲜，颜色鲜红，看着就很有食欲。,7,5879,exp1,List1
28,264,花红,名词。落叶小乔木，叶子卵形或椭圆形，花粉红色。果实球形，像苹果而小，黄绿色带微红，是常见的水果。,这种花红果实虽小，但口感独特，营养丰富。,7,4084,exp1,List1
29,267,花红,名词。红利。,师爷分到花红，就寄给家里的老婆。,7,3167,exp1,List2
29,266,花红,名词。指有关结婚等喜庆事的礼物。,花红彩礼。,7,1330,exp1,List1
29,265,花红,名词。这种植物的果实。也叫林檎或沙果。,今天市场上的花红特别新鲜，颜色鲜红，看着就很有食欲。,7,1533,exp1,List1
29,244,粒子,名词。构成物体的比原子核更简单的物质，包括电子、质子、中子、光子、介子、超子和各种反粒子等。也叫基本粒子。,中子粒子在原子核中扮演着重要的角色，它们与质子共同决定了原子核的稳定性和性质。,5,2010,exp1,List2
29,202,烟花,名词。旧时指妓女。,沦为烟花。,6,2366,exp1,List1
29,271,蘑菇,动词。故意纠缠。,你别跟我蘑菇，我还有要紧事儿。,7,1932,exp1,List2
29,272,蘑菇,动词。行动迟缓，拖延时间。,你再这么蘑菇下去，非误了火车不可！,7,1847,exp1,List2
29,264,花红,名词。落叶小乔木，叶子卵形或椭圆形，花粉红色。果实球形，像苹果而小，黄绿色带微红，是常见的水果。,这种花红果实虽小，但口感独特，营养丰富。,7,1572,exp1,List1
29,231,积分,名词。积分描述物体运动的整体性质，例如由运动物体在各点的瞬间运动速度求物体运动的全部路程就是积分学的问题。,积分是高等数学中非常重要的一个分支。,7,1933,exp1,List1
3,264,花红,名词。落叶小乔木，叶子卵形或椭圆形，花粉红色。果实球形，像苹果而小，黄绿色带微红，是常见的水果。,这种花红果实虽小，但口感独特，营养丰富。,7,6752,exp1,List1
3,261,老公,名词。〈口语〉太监。,他就立刻进京，又走了老公的门路。,7,6136,exp1,List2
3,202,烟花,名词。旧时指妓女。,沦为烟花。,7,4459,exp1,List1
3,267,花红,名词。红利。,师爷分到花红，就寄给家里的老婆。,7,5956,exp1,List2
3,272,蘑菇,动词。行动迟缓，拖延时间。,你再这么蘑菇下去，非误了火车不可！,7,6578,exp1,List2
3,271,蘑菇,动词。故意纠缠。,你别跟我蘑菇，我还有要紧事儿。,7,2814,exp1,List2
3,266,花红,名词。指有关结婚等喜庆事的礼物。,花红彩礼。,7,4393,exp1,List1
30,265,花红,名词。这种植物的果实。也叫林檎或沙果。,今天市场上的花红特别新鲜，颜色鲜红，看着就很有食欲。,7,2931,exp1,List1
30,231,积分,名词。积分描述物体运动的整体性质，例如由运动物体在各点的瞬间运动速度求物体运动的全部路程就是积分学的问题。,积分是高等数学中非常重要的一个分支。,7,3192,exp1,List1
30,267,花红,名词。红利。,师爷分到花红，就寄给家里的老婆。,7,3300,exp1,List2
30,266,花红,名词。指有关结婚等喜庆事的礼物。,花红彩礼。,7,2090,exp1,List1
30,271,蘑菇,动词。故意纠缠。,你别跟我蘑菇，我还有要紧事儿。,3,2018,exp1,List2
30,244,粒子,名词。构成物体的比原子核更简单的物质，包括电子、质子、中子、光子、介子、超子和各种反粒子等。也叫基本粒子。,中子粒子在原子核中扮演着重要的角色，它们与质子共同决定了原子核的稳定性和性质。,6,2419,exp1,List2
30,272,蘑菇,动词。行动迟缓，拖延时间。,你再这么蘑菇下去，非误了火车不可！,3,2051,exp1,List2
30,261,老公,名词。〈口语〉太监。,他就立刻进京，又走了老公的门路。,3,4374,exp1,List2
30,264,花红,名词。落叶小乔木，叶子卵形或椭圆形，花粉红色。果实球形，像苹果而小，黄绿色带微红，是常见的水果。,这种花红果实虽小，但口感独特，营养丰富。,7,2035,exp1,List1
30,202,烟花,名词。旧时指妓女。,沦为烟花。,7,4020,exp1,List1
31,265,花红,名词。这种植物的果实。也叫林檎或沙果。,今天市场上的花红特别新鲜，颜色鲜红，看着就很有食欲。,7,2759,exp1,List1
31,231,积分,名词。积分描述物体运动的整体性质，例如由运动物体在各点的瞬间运动速度求物体运动的全部路程就是积分学的问题。,积分是高等数学中非常重要的一个分支。,7,3063,exp1,List1
31,261,老公,名词。〈口语〉太监。,他就立刻进京，又走了老公的门路。,7,3211,exp1,List2
31,266,花红,名词。指有关结婚等喜庆事的礼物。,花红彩礼。,7,1721,exp1,List1
31,264,花红,名词。落叶小乔木，叶子卵形或椭圆形，花粉红色。果实球形，像苹果而小，黄绿色带微红，是常见的水果。,这种花红果实虽小，但口感独特，营养丰富。,7,2025,exp1,List1
31,272,蘑菇,动词。行动迟缓，拖延时间。,你再这么蘑菇下去，非误了火车不可！,7,2147,exp1,List2
31,267,花红,名词。红利。,师爷分到花红，就寄给家里的老婆。,7,2011,exp1,List2
31,271,蘑菇,动词。故意纠缠。,你别跟我蘑菇，我还有要紧事儿。,7,1849,exp1,List2
31,202,烟花,名词。旧时指妓女。,沦为烟花。,7,2199,exp1,List1
31,244,粒子,名词。构成物体的比原子核更简单的物质，包括电子、质子、中子、光子、介子、超子和各种反粒子等。也叫基本粒子。,中子粒子在原子核中扮演着重要的角色，它们与质子共同决定了原子核的稳定性和性质。,7,1813,exp1,List2
32,231,积分,名词。积分描述物体运动的整体性质，例如由运动物体在各点的瞬间运动速度求物体运动的全部路程就是积分学的问题。,积分是高等数学中非常重要的一个分支。,7,6188,exp1,List1
32,244,粒子,名词。构成物体的比原子核更简单的物质，包括电子、质子、中子、光子、介子、超子和各种反粒子等。也叫基本粒子。,中子粒子在原子核中扮演着重要的角色，它们与质子共同决定了原子核的稳定性和性质。,6,2664,exp1,List2
32,265,花红,名词。这种植物的果实。也叫林檎或沙果。,今天市场上的花红特别新鲜，颜色鲜红，看着就很有食欲。,7,6349,exp1,List1
32,271,蘑菇,动词。故意纠缠。,你别跟我蘑菇，我还有要紧事儿。,7,2883,exp1,List2
32,266,花红,名词。指有关结婚等喜庆事的礼物。,花红彩礼。,6,1767,exp1,List1
32,272,蘑菇,动词。行动迟缓，拖延时间。,你再这么蘑菇下去，非误了火车不可！,7,3623,exp1,List2
32,202,烟花,名词。旧时指妓女。,沦为烟花。,7,3168,exp1,List1
32,261,老公,名词。〈口语〉太监。,他就立刻进京，又走了老公的门路。,7,3520,exp1,List2
32,264,花红,名词。落叶小乔木，叶子卵形或椭圆形，花粉红色。果实球形，像苹果而小，黄绿色带微红，是常见的水果。,这种花红果实虽小，但口感独特，营养丰富。,6,1592,exp1,List1
32,267,花红,名词。红利。,师爷分到花红，就寄给家里的老婆。,6,3337,exp1,List2
33,244,粒子,名词。构成物体的比原子核更简单的物质，包括电子、质子、中子、光子、介子、超子和各种反粒子等。也叫基本粒子。,中子粒子在原子核中扮演着重要的角色，它们与质子共同决定了原子核的稳定性和性质。,7,2966,exp1,List2
33,231,积分,名词。积分描述物体运动的整体性质，例如由运动物体在各点的瞬间运动速度求物体运动的全部路程就是积分学的问题。,积分是高等数学中非常重要的一个分支。,7,4064,exp1,List1
33,272,蘑菇,动词。行动迟缓，拖延时间。,你再这么蘑菇下去，非误了火车不可！,4,2464,exp1,List2
33,261,老公,名词。〈口语〉太监。,他就立刻进京，又走了老公的门路。,3,2913,exp1,List2
33,271,蘑菇,动词。故意纠缠。,你别跟我蘑菇，我还有要紧事儿。,3,3241,exp1,List2
33,267,花红,名词。红利。,师爷分到花红，就寄给家里的老婆。,7,2746,exp1,List2
33,266,花红,名词。指有关结婚等喜庆事的礼物。,花红彩礼。,7,3487,exp1,List1
33,202,烟花,名词。旧时指妓女。,沦为烟花。,7,3366,exp1,List1
33,264,花红,名词。落叶小乔木，叶子卵形或椭圆形，花粉红色。果实球形，像苹果而小，黄绿色带微红，是常见的水果。,这种花红果实虽小，但口感独特，营养丰富。,7,5087,exp1,List1
33,265,花红,名词。这种植物的果实。也叫林檎或沙果。,今天市场上的花红特别新鲜，颜色鲜红，看着就很有食欲。,7,3034,exp1,List1
34,265,花红,名词。这种植物的果实。也叫林檎或沙果。,今天市场上的花红特别新鲜，颜色鲜红，看着就很有食欲。,7,2760,exp1,List1
34,261,老公,名词。〈口语〉太监。,他就立刻进京，又走了老公的门路。,7,4937,exp1,List2
34,231,积分,名词。积分描述物体运动的整体性质，例如由运动物体在各点的瞬间运动速度求物体运动的全部路程就是积分学的问题。,积分是高等数学中非常重要的一个分支。,7,1899,exp1,List1
34,244,粒子,名词。构成物体的比原子核更简单的物质，包括电子、质子、中子、光子、介子、超子和各种反粒子等。也叫基本粒子。,中子粒子在原子核中扮演着重要的角色，它们与质子共同决定了原子核的稳定性和性质。,7,1613,exp1,List2
34,202,烟花,名词。旧时指妓女。,沦为烟花。,7,2692,exp1,List1
34,266,花红,名词。指有关结婚等喜庆事的礼物。,花红彩礼。,7,2840,exp1,List1
34,264,花红,名词。落叶小乔木，叶子卵形或椭圆形，花粉红色。果实球形，像苹果而小，黄绿色带微红，是常见的水果。,这种花红果实虽小，但口感独特，营养丰富。,7,2684,exp1,List1
34,267,花红,名词。红利。,师爷分到花红，就寄给家里的老婆。,7,2216,exp1,List2
34,271,蘑菇,动词。故意纠缠。,你别跟我蘑菇，我还有要紧事儿。,7,2646,exp1,List2
34,272,蘑菇,动词。行动迟缓，拖延时间。,你再这么蘑菇下去，非误了火车不可！,7,1848,exp1,List2
36,272,蘑菇,动词。行动迟缓，拖延时间。,你再这么蘑菇下去，非误了火车不可！,7,3072,exp1,List2
36,261,老公,名词。〈口语〉太监。,他就立刻进京，又走了老公的门路。,7,2867,exp1,List2
36,264,花红,名词。落叶小乔木，叶子卵形或椭圆形，花粉红色。果实球形，像苹果而小，黄绿色带微红，是常见的水果。,这种花红果实虽小，但口感独特，营养丰富。,7,1719,exp1,List1
36,244,粒子,名词。构成物体的比原子核更简单的物质，包括电子、质子、中子、光子、介子、超子和各种反粒子等。也叫基本粒子。,中子粒子在原子核中扮演着重要的角色，它们与质子共同决定了原子核的稳定性和性质。,7,1363,exp1,List2
36,265,花红,名词。这种植物的果实。也叫林檎或沙果。,今天市场上的花红特别新鲜，颜色鲜红，看着就很有食欲。,7,1417,exp1,List1
36,231,积分,名词。积分描述物体运动的整体性质，例如由运动物体在各点的瞬间运动速度求物体运动的全部路程就是积分学的问题。,积分是高等数学中非常重要的一个分支。,6,1791,exp1,List1
36,267,花红,名词。红利。,师爷分到花红，就寄给家里的老婆。,7,1530,exp1,List2
36,202,烟花,名词。旧时指妓女。,沦为烟花。,7,1433,exp1,List1
36,271,蘑菇,动词。故意纠缠。,你别跟我蘑菇，我还有要紧事儿。,7,1247,exp1,List2
